2023.31.05 15:23:41.2726662023.31.05 15:23:41.272666; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.31.05 15:23:41.4392212023.31.05 15:23:41.439221; AzdkServerCommands; SET_CONN_NAME [id=4], AzdkOdsTestApp sent
2023.31.05 15:23:41.6493652023.31.05 15:23:41.649365; AzdkServerCommands; SET_CONN_NAME [id=4] answered
2023.31.05 15:23:41.7780202023.31.05 15:23:41.778020; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.31.05 15:23:41.9276202023.31.05 15:23:41.927620; PDSServerCommands; SET_CONN_NAME [id=5], AzdkOdsTestApp sent
2023.31.05 15:23:42.1415322023.31.05 15:23:42.141532; PDSServerCommands; SET_CONN_NAME [id=5] answered
2023.31.05 15:23:42.2748162023.31.05 15:23:42.274816; AzdkServerCommands; n1 [id=1], azdk2309.test1, 7 sent
2023.31.05 15:23:42.2758152023.31.05 15:23:42.274816; PDSServerCommands; angle [id=2], {  0.000000,   0.000000,   0.000000} sent
2023.31.05 15:23:42.3814412023.31.05 15:23:42.381441; AzdkServerCommands; DEVICE_CMD [id=6], 49 sent
2023.31.05 15:23:42.3814412023.31.05 15:23:42.381441; PDSServerCommands; angle [id=2], 2023-05-31 15:23:43.056000 answered
2023.31.05 15:23:42.3814412023.31.05 15:23:42.381441; PDSServerCommands; n3 [id=3], { 0.500000,  0.500000,  0.500000,  0.500000} sent
2023.31.05 15:23:42.4859242023.31.05 15:23:42.485924; AzdkServerCommands; DEVICE_CMD [id=6], 49 answered
2023.31.05 15:23:42.4889802023.31.05 15:23:42.488980; PDSServerCommands; n3 [id=3], 2023-05-31 15:23:43.162000 answered
2023.31.05 15:23:42.4900052023.31.05 15:23:42.490005; AzdkServerCommands; request time: 0.22406269994098693
2023.31.05 15:23:42.4900052023.31.05 15:23:42.490005; AzdkCommand; Id=0, Code=49, b''
2023.31.05 15:23:42.5096022023.31.05 15:23:42.509602; AzdkServerCommands; DEVICE_CMD [id=7], 7, 1, 1, 1 sent
2023.31.05 15:23:42.7710732023.31.05 15:23:42.771073; AzdkServerCommands; DEVICE_CMD [id=7], 7 answered
2023.31.05 15:23:42.7751072023.31.05 15:23:42.775107; AzdkServerCommands; request time: 0.284761399962008
2023.31.05 15:23:42.7751072023.31.05 15:23:42.775107; AzdkCommand; Id=1, Code=7 [1, 1, 1], b''
2023.31.05 15:23:42.7888722023.31.05 15:23:42.788538; AzdkServerCommands; DEVICE_CMD [id=8], 7, 0, 0, 0 sent
2023.31.05 15:23:42.8931312023.31.05 15:23:42.893131; AzdkServerCommands; DEVICE_CMD [id=8], 7 answered
2023.31.05 15:23:42.8951272023.31.05 15:23:42.895127; AzdkServerCommands; request time: 0.11919480003416538
2023.31.05 15:23:42.8951272023.31.05 15:23:42.895127; AzdkCommand; Id=2, Code=7 [0, 0, 0], b''
2023.31.05 15:23:42.9142332023.31.05 15:23:42.914233; AzdkServerCommands; DEVICE_CMD [id=9], 48 sent
2023.31.05 15:23:43.0207932023.31.05 15:23:43.020793; AzdkServerCommands; DEVICE_CMD [id=9], 48 answered
2023.31.05 15:23:43.0225262023.31.05 15:23:43.022526; AzdkServerCommands; request time: 0.12708090001251549
2023.31.05 15:23:43.0225262023.31.05 15:23:43.022526; AzdkCommand; Id=3, Code=48, b''
2023.31.05 15:23:43.0389012023.31.05 15:23:43.038901; AzdkServerCommands; DEVICE_CMD [id=10], 18 sent
2023.31.05 15:23:43.3010532023.31.05 15:23:43.300776; AzdkServerCommands; DEVICE_CMD [id=10], 18, 00 00 00 00 00 00 00 00 00 00 00 00 32 62 e6 04 93 00 e7 07 answered
2023.31.05 15:23:43.3063762023.31.05 15:23:43.306376; AzdkServerCommands; request time: 0.28344849997665733
2023.31.05 15:23:43.3063762023.31.05 15:23:43.306376; AzdkCommand; Id=4, Code=18, answer=00 00 00 00 00 00 00 00 00 00 00 00 32 62 E6 04 93 00 E7 07
2023.31.05 15:23:43.3215912023.31.05 15:23:43.318589; PDSServerCommands; socket was closed
2023.31.05 15:23:43.3336112023.31.05 15:23:43.333611; AzdkServerCommands; socket was closed
