2023.13.07 22:14:38.025255; Старт испытаний.
2023.13.07 22:14:38.028247; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.13.07 22:14:38.157877; AzdkServerCommands; Поименовать соединение [id=18], P0=AzdkOdsTestApp sent
2023.13.07 22:14:38.333403; AzdkServerCommands; Поименовать соединение [id=18], P0=AzdkOdsTestApp answered
2023.13.07 22:14:38.352357; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.13.07 22:14:38.471657; PDSServerCommands; Поименовать соединение [id=19], P0=AzdkOdsTestApp sent
2023.13.07 22:14:38.665050; PDSServerCommands; Поименовать соединение [id=19], P0=AzdkOdsTestApp answered
2023.13.07 22:14:38.719946; AzdkServerCommands; n1 [id=15], P0=azdk2309.test1, P1=7 sent
2023.13.07 22:14:38.808713; AzdkServerCommands; n1 [id=15], P0=azdk2309.test1, P1=7 answered
2023.13.07 22:14:38.875530; PDSServerCommands; Установить ориентацию (GCRS) [id=16], P0={ 1.000000,  0.500000,  0.000000,  1.000000} sent
2023.13.07 22:14:38.963295; PDSServerCommands; Установить ориентацию (GCRS) [id=16], P0={ 1.000000,  0.500000,  0.000000,  1.000000}, Texec=2023-07-13 22:14:40.124000 answered
2023.13.07 22:14:39.033109; PDSServerCommands; Установить угловую скорость (GCRS) [id=17], P0={  0.500000,   1.000000,   1.000000} sent
2023.13.07 22:14:39.240870; PDSServerCommands; Установить угловую скорость (GCRS) [id=17], P0={  0.500000,   1.000000,   1.000000}, Texec=2023-07-13 22:14:40.282000 answered
2023.13.07 22:14:39.280817; AzdkServerCommands; Отправка команды АЗДК-1 [id=20], P0=7, P1=0, P2=0, P3=107374182 sent
2023.13.07 22:14:39.392549; AzdkServerCommands; request time: 0.1200818000070285
2023.13.07 22:14:39.403530; AzdkServerCommands; Отправка команды АЗДК-1 [id=21], P0=18 sent
2023.13.07 22:14:39.500226; AzdkServerCommands; Отправка команды АЗДК-1 [id=21], P0=18, A0=18, A1='00 00 00 00 00 00 00 00 00 00 66 66 dd 5d 22 04 c1 00 e7 07' answered
2023.13.07 22:14:39.502221; AzdkServerCommands; request time: 0.10912419998203404
2023.13.07 22:14:39.513196; PDSServerCommands; socket was closed
2023.13.07 22:14:39.529153; AzdkServerCommands; socket was closed
2023.13.07 22:14:39.529153; Конец испытаний.
