2023.18.07 23:07:00.220005; Старт испытаний.
2023.18.07 23:07:00.225263; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.18.07 23:07:00.417748; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp, Flags =  00000000 00000000 sent
2023.18.07 23:07:00.728952; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp, Flags =  00000000 00001000 answered
2023.18.07 23:07:00.762422; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.18.07 23:07:00.870004; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp, Flags =  00000000 00000000 sent
2023.18.07 23:07:01.063779; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp, Flags =  00000000 00001000 answered
2023.18.07 23:07:01.117245; AzdkServerCommands; n1 [id=1], P0=azdk2309.test1, P1=7, Flags =  00000000 00000000 sent
2023.18.07 23:07:01.206507; AzdkServerCommands; n1 [id=1], P0=azdk2309.test1, P1=7, Flags =  00000000 00000000 answered
2023.18.07 23:07:01.256584; PDSServerCommands; angle [id=2], P0={  0.000000,   0.000000,   0.000000}, Flags =  00000000 00000000 sent
2023.18.07 23:07:01.358232; PDSServerCommands; angle [id=2], P0={  0.000000,   0.000000,   0.000000}, Texec=2023-07-18 23:07:00.470000, Flags =  00000000 00001000 answered
2023.18.07 23:07:01.412196; PDSServerCommands; n3 [id=3], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Flags =  00000000 00000000 sent
2023.18.07 23:07:01.500328; PDSServerCommands; n3 [id=3], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Texec=2023-07-18 23:07:00.612000, Flags =  00000000 00001000 answered
2023.18.07 23:07:01.568316; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=3, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
2023.18.07 23:07:01.705293; AzdkServerCommands; request time: 0.14865690000078757
2023.18.07 23:07:01.724313; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=4, P1=0, P2=0, Flags =  00000000 00000000 sent
2023.18.07 23:07:01.823621; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=4, P1=0, P2=0, A0=4, A1=неверный номер регистра, A2=248, Flags =  00000000 00000001 answered
2023.18.07 23:07:01.833356; AzdkServerCommands; request time: 0.1274636999987706
