2023.31.05 15:25:15.4131732023.31.05 15:25:15.413173; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.31.05 15:25:15.5770472023.31.05 15:25:15.577047; AzdkServerCommands; SET_CONN_NAME [id=4], AzdkOdsTestApp sent
2023.31.05 15:25:15.7994782023.31.05 15:25:15.799478; AzdkServerCommands; SET_CONN_NAME [id=4] answered
2023.31.05 15:25:15.9156912023.31.05 15:25:15.915691; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.31.05 15:25:16.0595582023.31.05 15:25:16.059558; PDSServerCommands; SET_CONN_NAME [id=5], AzdkOdsTestApp sent
2023.31.05 15:25:16.3213532023.31.05 15:25:16.321353; PDSServerCommands; SET_CONN_NAME [id=5] answered
2023.31.05 15:25:34.8773202023.31.05 15:25:34.877320; AzdkServerCommands; n1 [id=1], azdk2309.test1, 7 sent
2023.31.05 15:25:38.8706462023.31.05 15:25:38.870646; PDSServerCommands; angle [id=2], {  0.000000,   0.000000,   0.000000} sent
2023.31.05 15:25:40.7990112023.31.05 15:25:40.799011; PDSServerCommands; n3 [id=3], { 0.500000,  0.500000,  0.500000,  0.500000} sent
2023.31.05 15:25:41.3358322023.31.05 15:25:41.335832; AzdkServerCommands; DEVICE_CMD [id=6], 49 sent
2023.31.05 15:25:41.4405902023.31.05 15:25:41.440590; AzdkServerCommands; DEVICE_CMD [id=6], 49 answered
2023.31.05 15:25:41.4515592023.31.05 15:25:41.451559; AzdkServerCommands; request time: 0.11628119996748865
2023.31.05 15:25:41.4515592023.31.05 15:25:41.451559; AzdkCommand; Id=0, Code=49, b''
2023.31.05 15:25:42.4496992023.31.05 15:25:42.449699; AzdkServerCommands; DEVICE_CMD [id=7], 7, 1, 1, 1 sent
2023.31.05 15:25:42.6683242023.31.05 15:25:42.668324; AzdkServerCommands; DEVICE_CMD [id=7], 7 answered
2023.31.05 15:25:42.6752222023.31.05 15:25:42.675222; AzdkServerCommands; request time: 0.22933529992587864
2023.31.05 15:25:42.6752222023.31.05 15:25:42.675222; AzdkCommand; Id=1, Code=7 [1, 1, 1], b''
2023.31.05 15:25:43.7452052023.31.05 15:25:43.745205; AzdkServerCommands; DEVICE_CMD [id=8], 7, 0, 0, 0 sent
2023.31.05 15:25:43.9280712023.31.05 15:25:43.928071; AzdkServerCommands; DEVICE_CMD [id=8], 7 answered
2023.31.05 15:25:43.9325882023.31.05 15:25:43.932588; AzdkServerCommands; request time: 0.18806299997959286
2023.31.05 15:25:43.9325882023.31.05 15:25:43.932588; AzdkCommand; Id=2, Code=7 [0, 0, 0], b''
2023.31.05 15:25:44.9535162023.31.05 15:25:44.953516; AzdkServerCommands; DEVICE_CMD [id=9], 48 sent
2023.31.05 15:25:45.1214412023.31.05 15:25:45.121441; AzdkServerCommands; DEVICE_CMD [id=9], 48 answered
2023.31.05 15:25:45.1279072023.31.05 15:25:45.127907; AzdkServerCommands; request time: 0.18933039996773005
2023.31.05 15:25:45.1279072023.31.05 15:25:45.127907; AzdkCommand; Id=3, Code=48, b''
2023.31.05 15:25:46.1516192023.31.05 15:25:46.151619; AzdkServerCommands; DEVICE_CMD [id=10], 18 sent
2023.31.05 15:25:46.2601892023.31.05 15:25:46.260189; AzdkServerCommands; DEVICE_CMD [id=10], 18, 00 00 00 00 00 00 00 00 00 00 00 00 32 62 e6 04 93 00 e7 07 answered
2023.31.05 15:25:46.2671732023.31.05 15:25:46.267173; AzdkServerCommands; request time: 0.11562210007105023
2023.31.05 15:25:46.2671732023.31.05 15:25:46.267173; AzdkCommand; Id=4, Code=18, answer=00 00 00 00 00 00 00 00 00 00 00 00 32 62 E6 04 93 00 E7 07
2023.31.05 15:25:48.4680582023.31.05 15:25:48.468058; PDSServerCommands; socket was closed
2023.31.05 15:25:48.4790292023.31.05 15:25:48.479029; AzdkServerCommands; socket was closed
