2023.17.07 16:48:53.101261; Старт испытаний.
2023.17.07 16:48:53.106226; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.17.07 16:48:53.223582; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp sent
2023.17.07 16:48:53.400578; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp answered
2023.17.07 16:48:53.419528; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.17.07 16:48:53.518080; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp sent
2023.17.07 16:48:53.727189; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp answered
2023.17.07 16:48:53.783035; AzdkServerCommands; n1 [id=1], P0=azdk2309.test1, P1=7 sent
2023.17.07 16:48:53.897390; AzdkServerCommands; n1 [id=1], P0=azdk2309.test1, P1=7 answered
2023.17.07 16:48:53.922318; PDSServerCommands; Установить ориентацию (GCRS) [id=2], P0={ 1.000000,  0.500000,  0.000000,  1.000000} sent
2023.17.07 16:48:54.011081; PDSServerCommands; Установить ориентацию (GCRS) [id=2], P0={ 1.000000,  0.500000,  0.000000,  1.000000}, Texec=2023-07-17 16:48:54.928000 answered
2023.17.07 16:48:54.078900; PDSServerCommands; Установить угловую скорость (GCRS) [id=3], P0={  0.500000,   1.000000,   1.000000} sent
2023.17.07 16:48:54.288476; PDSServerCommands; Установить угловую скорость (GCRS) [id=3], P0={  0.500000,   1.000000,   1.000000}, Texec=2023-07-17 16:48:55.085000 answered
2023.17.07 16:48:54.340882; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=7, P1=0, P2=0, P3=107374182 sent
2023.17.07 16:48:54.438623; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=7, P1=0, P2=0, P3=107374182, A0=7, A1='' answered
2023.17.07 16:48:54.446598; AzdkServerCommands; request time: 0.1199676999822259
2023.17.07 16:48:54.449594; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=18 sent
2023.17.07 16:48:54.548761; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=18, A0=18, A1='00 00 00 00 00 00 00 00 00 00 66 66 dd 5d 22 04 c1 00 e7 07' answered
2023.17.07 16:48:54.555742; AzdkServerCommands; request time: 0.10880569997243583
2023.17.07 16:48:54.559442; PDSServerCommands; socket was closed
2023.17.07 16:48:54.574405; AzdkServerCommands; socket was closed
2023.17.07 16:48:54.574405; Конец испытаний.
