2023.13.07 22:17:06.450053; Старт испытаний.
2023.13.07 22:17:06.455099; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.13.07 22:17:06.564747; AzdkServerCommands; Поименовать соединение [id=11], P0=AzdkOdsTestApp sent
2023.13.07 22:17:06.736312; AzdkServerCommands; Поименовать соединение [id=11], P0=AzdkOdsTestApp answered
2023.13.07 22:17:06.747543; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.13.07 22:17:06.862046; PDSServerCommands; Поименовать соединение [id=12], P0=AzdkOdsTestApp sent
2023.13.07 22:17:07.055486; PDSServerCommands; Поименовать соединение [id=12], P0=AzdkOdsTestApp answered
2023.13.07 22:17:07.062463; AzdkServerCommands; n1 [id=8], P0=azdk2309.test1, P1=7 sent
2023.13.07 22:17:07.153265; AzdkServerCommands; n1 [id=8], P0=azdk2309.test1, P1=7 answered
2023.13.07 22:17:07.223038; PDSServerCommands; Установить ориентацию (GCRS) [id=9], P0={ 1.000000,  0.500000,  0.000000,  1.000000} sent
2023.13.07 22:17:07.377641; PDSServerCommands; Установить ориентацию (GCRS) [id=9], P0={ 1.000000,  0.500000,  0.000000,  1.000000}, Texec=2023-07-13 22:17:08.532000 answered
2023.13.07 22:17:07.425493; PDSServerCommands; Установить угловую скорость (GCRS) [id=10], P0={  0.500000,   1.000000,   1.000000} sent
2023.13.07 22:17:07.658257; PDSServerCommands; Установить угловую скорость (GCRS) [id=10], P0={  0.500000,   1.000000,   1.000000}, Texec=2023-07-13 22:17:08.685000 answered
2023.13.07 22:17:07.677180; AzdkServerCommands; Отправка команды АЗДК-1 [id=13], P0=7, P1=0, P2=0, P3=107374182 sent
2023.13.07 22:17:07.781578; AzdkServerCommands; Отправка команды АЗДК-1 [id=13], P0=7, P1=0, P2=0, P3=107374182, A0=7, A1='' answered
2023.13.07 22:17:07.788563; AzdkServerCommands; request time: 0.12025000000721775
2023.13.07 22:17:07.801529; AzdkServerCommands; Отправка команды АЗДК-1 [id=14], P0=18 sent
2023.13.07 22:17:07.920211; AzdkServerCommands; request time: 0.1312776999839116
2023.13.07 22:17:07.925194; PDSServerCommands; socket was closed
2023.13.07 22:17:07.940158; AzdkServerCommands; socket was closed
2023.13.07 22:17:07.940158; Конец испытаний.
