2023.17.07 17:58:12.809928; Старт испытаний.
2023.17.07 17:58:12.814915; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.17.07 17:58:12.941936; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp sent
2023.17.07 17:58:13.114892; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp answered
2023.17.07 17:58:13.138825; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.17.07 17:58:13.237766; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp sent
2023.17.07 17:58:13.448228; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp answered
2023.17.07 17:58:13.501624; AzdkServerCommands; n1 [id=1], P0=azdk2309.test1, P1=7 sent
2023.17.07 17:58:13.595030; AzdkServerCommands; n1 [id=1], P0=azdk2309.test1, P1=7 answered
2023.17.07 17:58:13.642100; PDSServerCommands; angle [id=2], P0={  0.000000,   0.000000,   0.000000} sent
2023.17.07 17:58:13.734851; PDSServerCommands; angle [id=2], P0={  0.000000,   0.000000,   0.000000}, Texec=2023-07-17 17:58:14.676000 answered
2023.17.07 17:58:13.796686; PDSServerCommands; n3 [id=3], P0={ 0.500000,  0.500000,  0.500000,  0.500000} sent
2023.17.07 17:58:13.887705; PDSServerCommands; n3 [id=3], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Texec=2023-07-17 17:58:14.830000 answered
2023.17.07 17:58:13.952532; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=3, P1=0, P2=0, P3=0 sent
2023.17.07 17:58:14.066022; AzdkServerCommands; request time: 0.12012430001050234
2023.17.07 17:58:14.077886; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=4, P1=0, P2=0 sent
2023.17.07 17:58:14.316717; AzdkServerCommands; request time: 0.25003819999983534
2023.17.07 17:58:14.326690; AzdkServerCommands; Отправка команды АЗДК-1 [id=8], P0=5, P1=0, P2=0 sent
