2023.02.07 19:10:38.054950; Старт испытаний.
2023.02.07 19:10:38.064720; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.02.07 19:10:38.179842; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp sent
2023.02.07 19:10:38.351671; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp answered
2023.02.07 19:10:38.369091; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.02.07 19:10:38.507159; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp sent
2023.02.07 19:10:38.688554; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp answered
2023.02.07 19:10:38.698297; AzdkServerCommands; Изменение шаблона имени файла журнала [id=1], P0=azdk2333.test1, P1=7 sent
2023.02.07 19:10:38.851345; PDSServerCommands; Установить ориентацию (GCRS) [id=2], P0={ 1.000000,  0.000000,  0.000000,  1.000000} sent
2023.02.07 19:10:38.938241; PDSServerCommands; Установить ориентацию (GCRS) [id=2], P0={ 1.000000,  0.000000,  0.000000,  1.000000}, Texec=2023-07-02 19:10:37.815000 answered
2023.02.07 19:10:39.006295; PDSServerCommands; Установить угловую скорость (GCRS) [id=3], P0={  0.500000,   1.000000,   1.000000} sent
2023.02.07 19:10:39.156641; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=49 sent
2023.02.07 19:10:39.261210; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=49, A0=49, A1='' answered
2023.02.07 19:10:39.261943; AzdkServerCommands; request time: 0.1140906999935396
2023.02.07 19:10:39.285002; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=7, P1=1, P2=1, P3=1 sent
2023.02.07 19:10:39.515761; AzdkServerCommands; request time: 0.25305240001762286
2023.02.07 19:10:39.531801; AzdkServerCommands; Отправка команды АЗДК-1 [id=8], P0=48 sent
2023.02.07 19:10:39.627763; AzdkServerCommands; Отправка команды АЗДК-1 [id=8], P0=48, A0=48, A1='' answered
2023.02.07 19:10:39.631745; AzdkServerCommands; request time: 0.11421440000412986
2023.02.07 19:10:39.639807; AzdkServerCommands; Отправка команды АЗДК-1 [id=9], P0=18 sent
2023.02.07 19:10:39.759494; AzdkServerCommands; request time: 0.12635569996200502
2023.02.07 19:10:39.765518; PDSServerCommands; socket was closed
2023.02.07 19:10:39.779450; AzdkServerCommands; socket was closed
2023.02.07 19:10:39.779450; Конец испытаний.
