2023.02.07 18:23:11.640785; Старт испытаний.
2023.02.07 18:23:11.650760; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.02.07 18:23:11.792219; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp sent
2023.02.07 18:23:11.962436; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp answered
2023.02.07 18:23:11.979528; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.02.07 18:23:12.119061; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp sent
2023.02.07 18:23:12.283137; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp answered
2023.02.07 18:23:12.320432; AzdkServerCommands; Изменение шаблона имени файла журнала [id=1], P0=azdk2333.test1, P1=7 sent
2023.02.07 18:23:12.417724; AzdkServerCommands; Изменение шаблона имени файла журнала [id=1], P0=azdk2333.test1, P1=7 answered
2023.02.07 18:23:12.461690; PDSServerCommands; Установить ориентацию (GCRS) [id=2], P0=None, P1=None, P2=None, P3=None sent
2023.02.07 18:23:12.550485; PDSServerCommands; Установить ориентацию (GCRS) [id=2], P0=None, P1=None, P2=None, P3=None, A0=Отсутствует параметр, Texec=2023-07-02 18:23:11.407000 answered
2023.02.07 18:23:12.569965; PDSServerCommands; Установить угловую скорость (GCRS) [id=3], P0=None, P1=None, P2=None sent
2023.02.07 18:23:12.669797; PDSServerCommands; Установить угловую скорость (GCRS) [id=3], P0=None, P1=None, P2=None, A0=Отсутствует параметр, Texec=2023-07-02 18:23:11.527000 answered
2023.02.07 18:23:12.723985; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=49 sent
2023.02.07 18:23:12.823215; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=49, A0=49, A1='' answered
2023.02.07 18:23:12.827816; AzdkServerCommands; request time: 0.11731280002277344
2023.02.07 18:23:12.834489; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=7, P1=1, P2=1, P3=1 sent
2023.02.07 18:23:12.935028; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=7, P1=1, P2=1, P3=1, A0=7, A1='' answered
2023.02.07 18:23:12.942931; AzdkServerCommands; request time: 0.11420900002121925
2023.02.07 18:23:12.958594; AzdkServerCommands; Отправка команды АЗДК-1 [id=8], P0=48 sent
2023.02.07 18:23:13.186641; AzdkServerCommands; request time: 0.24299130000872537
2023.02.07 18:23:13.204128; AzdkServerCommands; Отправка команды АЗДК-1 [id=9], P0=18 sent
2023.02.07 18:23:13.301488; AzdkServerCommands; Отправка команды АЗДК-1 [id=9], P0=18, A0=18, A1='00 00 01 00 00 00 01 00 00 00 01 00 a0 fd da 03 b6 00 e7 07' answered
2023.02.07 18:23:13.310720; AzdkServerCommands; request time: 0.1230092000332661
2023.02.07 18:23:13.312686; PDSServerCommands; socket was closed
2023.02.07 18:23:13.327446; AzdkServerCommands; socket was closed
2023.02.07 18:23:13.327446; Конец испытаний.
