2023.31.05 15:35:15.2630382023.31.05 15:35:15.263038; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.31.05 15:35:15.4206152023.31.05 15:35:15.420615; AzdkServerCommands; SET_CONN_NAME [id=4], AzdkOdsTestApp sent
2023.31.05 15:35:15.6322612023.31.05 15:35:15.632261; AzdkServerCommands; SET_CONN_NAME [id=4] answered
2023.31.05 15:35:15.7583142023.31.05 15:35:15.758314; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.31.05 15:35:15.9248952023.31.05 15:35:15.924895; PDSServerCommands; SET_CONN_NAME [id=5], AzdkOdsTestApp sent
2023.31.05 15:35:16.1253592023.31.05 15:35:16.125359; PDSServerCommands; SET_CONN_NAME [id=5] answered
2023.31.05 15:35:16.2729532023.31.05 15:35:16.272953; AzdkServerCommands; n1 [id=1], azdk2309.test1, 7 sent
2023.31.05 15:35:16.2729532023.31.05 15:35:16.272953; PDSServerCommands; angle [id=2], {  0.000000,   0.000000,   0.000000} sent
2023.31.05 15:35:16.3836682023.31.05 15:35:16.383668; PDSServerCommands; n3 [id=3], { 0.500000,  0.500000,  0.500000,  0.500000} sent
2023.31.05 15:35:16.3846382023.31.05 15:35:16.383668; AzdkServerCommands; DEVICE_CMD [id=6], 49 sent
2023.31.05 15:35:16.6934052023.31.05 15:35:16.693405; AzdkServerCommands; DEVICE_CMD [id=6], 49 answered
2023.31.05 15:35:16.7023842023.31.05 15:35:16.702384; AzdkServerCommands; request time: 0.4382282999577001
2023.31.05 15:35:16.7023842023.31.05 15:35:16.702384; AzdkCommand; Id=0, Code=49, b''
2023.31.05 15:35:16.7173122023.31.05 15:35:16.716342; AzdkServerCommands; DEVICE_CMD [id=7], 7, 1, 1, 1 sent
2023.31.05 15:35:16.9789232023.31.05 15:35:16.977926; AzdkServerCommands; DEVICE_CMD [id=7], 7 answered
2023.31.05 15:35:16.9869042023.31.05 15:35:16.986904; AzdkServerCommands; request time: 0.2842143999878317
2023.31.05 15:35:16.9869042023.31.05 15:35:16.986904; AzdkCommand; Id=1, Code=7 [1, 1, 1], b''
2023.31.05 15:35:16.9998632023.31.05 15:35:16.999863; AzdkServerCommands; DEVICE_CMD [id=8], 7, 0, 0, 0 sent
2023.31.05 15:35:17.1066792023.31.05 15:35:17.106499; AzdkServerCommands; DEVICE_CMD [id=8], 7 answered
2023.31.05 15:35:17.1135032023.31.05 15:35:17.113503; AzdkServerCommands; request time: 0.12622680002823472
2023.31.05 15:35:17.1135032023.31.05 15:35:17.113503; AzdkCommand; Id=2, Code=7 [0, 0, 0], b''
2023.31.05 15:35:17.1270052023.31.05 15:35:17.126035; AzdkServerCommands; DEVICE_CMD [id=9], 48 sent
2023.31.05 15:35:17.2376462023.31.05 15:35:17.236619; AzdkServerCommands; DEVICE_CMD [id=9], 48 answered
2023.31.05 15:35:17.2418132023.31.05 15:35:17.241813; AzdkServerCommands; request time: 0.12792449991684407
2023.31.05 15:35:17.2428512023.31.05 15:35:17.241813; AzdkCommand; Id=3, Code=48, b''
2023.31.05 15:35:17.2519122023.31.05 15:35:17.250909; AzdkServerCommands; DEVICE_CMD [id=10], 18 sent
2023.31.05 15:35:17.5354692023.31.05 15:35:17.534505; AzdkServerCommands; DEVICE_CMD [id=10], 18, 00 00 00 00 00 00 00 00 00 00 00 00 32 62 e6 04 93 00 e7 07 answered
2023.31.05 15:35:17.5364952023.31.05 15:35:17.536495; AzdkServerCommands; request time: 0.29350219992920756
2023.31.05 15:35:17.5374642023.31.05 15:35:17.536495; AzdkCommand; Id=4, Code=18, answer=00 00 00 00 00 00 00 00 00 00 00 00 32 62 E6 04 93 00 E7 07
2023.31.05 15:35:17.5534572023.31.05 15:35:17.552461; PDSServerCommands; socket was closed
2023.31.05 15:35:17.5683822023.31.05 15:35:17.568382; AzdkServerCommands; socket was closed
