2023.13.06 18:51:29.545220; Старт испытаний.
2023.13.06 18:51:29.550215; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.13.06 18:51:29.652935; AzdkServerCommands; SET_CONN_NAME [id=4], AzdkOdsTestApp sent
2023.13.06 18:51:29.844110; AzdkServerCommands; SET_CONN_NAME [id=4] answered
2023.13.06 18:51:29.858044; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.13.06 18:51:29.967746; PDSServerCommands; SET_CONN_NAME [id=5], AzdkOdsTestApp sent
2023.13.06 18:51:30.163651; PDSServerCommands; SET_CONN_NAME [id=5] answered
2023.13.06 18:51:30.219502; AzdkServerCommands; n1 [id=1], azdk2309.test1, 7 sent
2023.13.06 18:51:35.448656; PDSServerCommands; angle [id=2], {  1.000000,   0.000000,   0.000000} sent
2023.13.06 18:51:35.536421; PDSServerCommands; angle [id=2], 2023-06-13 18:51:32.764000 answered
2023.13.06 18:51:35.717323; PDSServerCommands; n3 [id=3], { 0.500000,  0.500000,  0.500000,  0.500000} sent
2023.13.06 18:51:35.801148; PDSServerCommands; n3 [id=3], 2023-06-13 18:51:33.030000 answered
2023.13.06 18:51:36.014547; AzdkServerCommands; DEVICE_CMD [id=6], 49 sent
2023.13.06 18:51:36.212023; AzdkServerCommands; DEVICE_CMD [id=6], 49 answered
2023.13.06 18:51:36.213017; AzdkServerCommands; request time: 0.207810599997174
2023.13.06 18:51:36.409497; AzdkServerCommands; DEVICE_CMD [id=7], 7, 1, 1, 1 sent
2023.13.06 18:51:36.504748; AzdkServerCommands; DEVICE_CMD [id=7], 7 answered
2023.13.06 18:51:36.508738; AzdkServerCommands; request time: 0.10832220000156667
2023.13.06 18:51:36.727153; AzdkServerCommands; DEVICE_CMD [id=8], 7, 0, 214748364, 1 sent
2023.13.06 18:51:36.821900; AzdkServerCommands; DEVICE_CMD [id=8], 7 answered
2023.13.06 18:51:36.826890; AzdkServerCommands; request time: 0.10901819999708096
2023.13.06 18:51:36.947060; AzdkServerCommands; DEVICE_CMD [id=9], 48 sent
2023.13.06 18:51:37.046159; AzdkServerCommands; DEVICE_CMD [id=9], 48 answered
2023.13.06 18:51:37.056132; AzdkServerCommands; request time: 0.11990639999567065
2023.13.06 18:51:37.199913; AzdkServerCommands; DEVICE_CMD [id=10], 18 sent
2023.13.06 18:51:37.303664; AzdkServerCommands; DEVICE_CMD [id=10], 18, 00 00 00 00 cc cc cc 0c 01 00 00 00 3a cc b0 02 a0 00 e7 07 answered
2023.13.06 18:51:37.307653; AzdkServerCommands; request time: 0.10929350000515115
2023.13.06 18:51:37.435308; PDSServerCommands; socket was closed
2023.13.06 18:51:37.450268; AzdkServerCommands; socket was closed
2023.13.06 18:51:37.450268; Конец испытаний.
