2023.26.06 15:08:43.711010; Старт испытаний.
2023.26.06 15:08:43.717990; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.26.06 15:08:43.854066; AzdkServerCommands; SET_CONN_NAME [id=67], P0=AzdkOdsTestApp sent
2023.26.06 15:08:44.019193; AzdkServerCommands; SET_CONN_NAME [id=67], P0=AzdkOdsTestApp answered
2023.26.06 15:08:44.042124; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.26.06 15:08:44.180065; PDSServerCommands; SET_CONN_NAME [id=68], P0=AzdkOdsTestApp sent
2023.26.06 15:08:44.353037; PDSServerCommands; SET_CONN_NAME [id=68], P0=AzdkOdsTestApp answered
2023.26.06 15:08:44.382026; AzdkServerCommands; template [id=64], P0=azdk2309.test1, P1=7 sent
2023.26.06 15:08:44.468578; AzdkServerCommands; template [id=64], P0=azdk2309.test1, P1=7 answered
2023.26.06 15:08:44.473566; PDSServerCommands; orient [id=65], P0={ 1.000000,  0.000000,  0.000000,  1.000000} sent
2023.26.06 15:08:44.579012; PDSServerCommands; orient [id=65], P0={ 1.000000,  0.000000,  0.000000,  1.000000}, Texec=2023-06-26 15:08:45.761000 answered
2023.26.06 15:08:44.631579; PDSServerCommands; angle [id=66], P0={  0.500000,   0.500000,   0.500000} sent
2023.26.06 15:08:44.787514; AzdkServerCommands; DEVICE_CMD [id=69], P0=49 sent
2023.26.06 15:08:44.885913; AzdkServerCommands; DEVICE_CMD [id=69], P0=49, A0=49, A1='' answered
2023.26.06 15:08:44.896010; AzdkServerCommands; request time: 0.11759500001790002
2023.26.06 15:08:44.911952; AzdkServerCommands; DEVICE_CMD [id=70], P0=7, P1=1, P2=1, P3=1 sent
2023.26.06 15:08:45.121134; AzdkServerCommands; request time: 0.22474670002702624
2023.26.06 15:08:45.129108; AzdkServerCommands; DEVICE_CMD [id=71], P0=7, P1=0, P2=476741369, P3=0 sent
2023.26.06 15:08:45.223292; AzdkServerCommands; DEVICE_CMD [id=71], P0=7, P1=0, P2=476741369, P3=0, A0=7, A1='' answered
2023.26.06 15:08:45.227362; AzdkServerCommands; request time: 0.10569759999634698
2023.26.06 15:08:45.239332; AzdkServerCommands; DEVICE_CMD [id=72], P0=48 sent
2023.26.06 15:08:45.334338; AzdkServerCommands; DEVICE_CMD [id=72], P0=48, A0=48, A1='' answered
2023.26.06 15:08:45.345024; AzdkServerCommands; request time: 0.11724859999958426
2023.26.06 15:08:45.349012; AzdkServerCommands; DEVICE_CMD [id=73], P0=18 sent
2023.26.06 15:08:45.444647; AzdkServerCommands; DEVICE_CMD [id=73], P0=18, A0=18, A1='00 00 00 00 00 00 f9 7e 00 00 00 00 44 b6 17 03 b0 00 e7 07' answered
2023.26.06 15:08:45.452345; AzdkServerCommands; request time: 0.1068877000361681
2023.26.06 15:08:45.456332; PDSServerCommands; socket was closed
2023.26.06 15:08:45.471435; AzdkServerCommands; socket was closed
2023.26.06 15:08:45.471435; Конец испытаний.
