2023.19.07 19:43:11.109725; Старт испытаний.
2023.19.07 19:43:11.151019; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.19.07 19:43:11.270038; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp, Flags =  00000000 00000000 sent
2023.19.07 19:43:11.458985; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp, Flags =  00000000 00001000 answered
2023.19.07 19:43:11.513894; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.19.07 19:43:11.643470; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp, Flags =  00000000 00000000 sent
2023.19.07 19:43:11.835735; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp, Flags =  00000000 00001000 answered
2023.19.07 19:43:11.887634; AzdkServerCommands; n1 [id=1], P0=azdk2309.test1, P1=7, Flags =  00000000 00000000 sent
2023.19.07 19:43:12.043028; PDSServerCommands; angle [id=2], P0={  0.000000,   0.000000,   0.000000}, Flags =  00000000 00000000 sent
2023.19.07 19:43:12.133166; PDSServerCommands; angle [id=2], P0={  0.000000,   0.000000,   0.000000}, Texec=2023-07-19 19:43:11.815000, Flags =  00000000 00001000 answered
2023.19.07 19:43:12.198397; PDSServerCommands; n3 [id=3], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Flags =  00000000 00000000 sent
2023.19.07 19:43:12.289000; PDSServerCommands; n3 [id=3], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Texec=2023-07-19 19:43:11.971000, Flags =  00000000 00001000 answered
2023.19.07 19:43:12.338836; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=3, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
2023.19.07 19:43:12.512381; AzdkServerCommands; request time: 0.1741930999996839
2023.19.07 19:43:12.523350; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=4, P1=0, P2=0, Flags =  00000000 00000000 sent
2023.19.07 19:43:12.622171; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=4, P1=0, P2=0, A0=4, A1=неверный номер регистра, A2=248, Flags =  00000000 00000001 answered
2023.19.07 19:43:12.624190; AzdkServerCommands; request time: 0.10978139999497216
