2023.31.05 15:38:49.7112562023.31.05 15:38:49.711256; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.31.05 15:38:49.8838262023.31.05 15:38:49.883826; AzdkServerCommands; SET_CONN_NAME [id=4], AzdkOdsTestApp sent
2023.31.05 15:38:50.0858432023.31.05 15:38:50.084863; AzdkServerCommands; SET_CONN_NAME [id=4] answered
2023.31.05 15:38:50.2224822023.31.05 15:38:50.222482; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.31.05 15:38:50.3892622023.31.05 15:38:50.389262; PDSServerCommands; SET_CONN_NAME [id=5], AzdkOdsTestApp sent
2023.31.05 15:38:50.5906962023.31.05 15:38:50.590696; PDSServerCommands; SET_CONN_NAME [id=5] answered
2023.31.05 15:38:50.7373042023.31.05 15:38:50.737304; AzdkServerCommands; n1 [id=1], azdk2309.test1, 7 sent
2023.31.05 15:38:50.7383012023.31.05 15:38:50.737304; PDSServerCommands; angle [id=2], {  0.000000,   0.000000,   0.000000} sent
2023.31.05 15:38:50.8430492023.31.05 15:38:50.843049; AzdkServerCommands; DEVICE_CMD [id=6], 49 sent
2023.31.05 15:38:50.8430492023.31.05 15:38:50.843049; PDSServerCommands; angle [id=2], 2023-05-31 15:38:51.518000 answered
2023.31.05 15:38:50.8430492023.31.05 15:38:50.843049; PDSServerCommands; n3 [id=3], { 0.500000,  0.500000,  0.500000,  0.500000} sent
2023.31.05 15:38:51.0964042023.31.05 15:38:51.096404; AzdkServerCommands; DEVICE_CMD [id=6], 49 answered
2023.31.05 15:38:51.1003942023.31.05 15:38:51.100394; AzdkServerCommands; request time: 0.3718577999388799
2023.31.05 15:38:51.1003942023.31.05 15:38:51.100394; AzdkCommand; Id=0, Code=49, b''
2023.31.05 15:38:51.1173222023.31.05 15:38:51.117322; AzdkServerCommands; DEVICE_CMD [id=7], 7, 1, 1, 1 sent
2023.31.05 15:38:51.2272112023.31.05 15:38:51.227211; AzdkServerCommands; DEVICE_CMD [id=7], 7 answered
2023.31.05 15:38:51.2312292023.31.05 15:38:51.231229; AzdkServerCommands; request time: 0.1304408999858424
2023.31.05 15:38:51.2312292023.31.05 15:38:51.231229; AzdkCommand; Id=1, Code=7 [1, 1, 1], b''
2023.31.05 15:38:51.2422852023.31.05 15:38:51.242285; AzdkServerCommands; DEVICE_CMD [id=8], 7, 0, 0, 0 sent
2023.31.05 15:38:51.3503722023.31.05 15:38:51.349374; AzdkServerCommands; DEVICE_CMD [id=8], 7 answered
2023.31.05 15:38:51.3513692023.31.05 15:38:51.351369; AzdkServerCommands; request time: 0.11971290002111346
2023.31.05 15:38:51.3513692023.31.05 15:38:51.351369; AzdkCommand; Id=2, Code=7 [0, 0, 0], b''
2023.31.05 15:38:51.3693212023.31.05 15:38:51.369321; AzdkServerCommands; DEVICE_CMD [id=9], 48 sent
2023.31.05 15:38:51.4800222023.31.05 15:38:51.478892; AzdkServerCommands; DEVICE_CMD [id=9], 48 answered
2023.31.05 15:38:51.4800222023.31.05 15:38:51.479924; AzdkServerCommands; request time: 0.1283692999277264
2023.31.05 15:38:51.4804622023.31.05 15:38:51.480462; AzdkCommand; Id=3, Code=48, b''
2023.31.05 15:38:51.4945862023.31.05 15:38:51.494586; AzdkServerCommands; DEVICE_CMD [id=10], 18 sent
2023.31.05 15:38:51.7563342023.31.05 15:38:51.756334; AzdkServerCommands; DEVICE_CMD [id=10], 18, 00 00 00 00 00 00 00 00 00 00 00 00 32 62 e6 04 93 00 e7 07 answered
2023.31.05 15:38:51.7624342023.31.05 15:38:51.762434; AzdkServerCommands; request time: 0.2818370000459254
2023.31.05 15:38:51.7630342023.31.05 15:38:51.762434; AzdkCommand; Id=4, Code=18, answer=00 00 00 00 00 00 00 00 00 00 00 00 32 62 E6 04 93 00 E7 07
2023.31.05 15:38:51.7727162023.31.05 15:38:51.772716; PDSServerCommands; socket was closed
2023.31.05 15:38:51.7882472023.31.05 15:38:51.788247; AzdkServerCommands; socket was closed
