2023.18.07 17:53:04.951663; Старт испытаний.
2023.18.07 17:53:04.956085; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.18.07 17:53:05.083537; AzdkServerCommands; Поименовать соединение [id=7], P0=AzdkOdsTestApp, Flags =  00000000 00000000 sent
2023.18.07 17:53:05.255725; AzdkServerCommands; Поименовать соединение [id=7], P0=AzdkOdsTestApp, Flags =  00000000 00001000 answered
2023.18.07 17:53:05.274569; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.18.07 17:53:05.392486; PDSServerCommands; Поименовать соединение [id=8], P0=AzdkOdsTestApp, Flags =  00000000 00000000 sent
2023.18.07 17:53:05.585839; PDSServerCommands; Поименовать соединение [id=8], P0=AzdkOdsTestApp, Flags =  00000000 00001000 answered
2023.18.07 17:53:05.639004; AzdkServerCommands; n1 [id=1], P0=azdk2309.test1, P1=7, Flags =  00000000 00000000 sent
2023.18.07 17:53:05.729080; AzdkServerCommands; n1 [id=1], P0=azdk2309.test1, P1=7, Flags =  00000000 00000000 answered
2023.18.07 17:53:05.792730; PDSServerCommands; angle [id=2], P0={  0.000000,   0.000000,   0.000000}, Flags =  00000000 00000000 sent
2023.18.07 17:53:05.883675; PDSServerCommands; angle [id=2], P0={  0.000000,   0.000000,   0.000000}, Texec=2023-07-18 17:53:07.380000, Flags =  00000000 00001000 answered
2023.18.07 17:53:05.949515; PDSServerCommands; n3 [id=3], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Flags =  00000000 00000000 sent
2023.18.07 17:53:06.039494; PDSServerCommands; n3 [id=3], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Texec=2023-07-18 17:53:07.537000, Flags =  00000000 00001000 answered
2023.18.07 17:53:06.088587; AzdkServerCommands; Отправка команды АЗДК-1 [id=9], P0=3, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
2023.18.07 17:53:06.186553; AzdkServerCommands; Отправка команды АЗДК-1 [id=9], P0=3, P1=0, P2=0, P3=0, A0=3, A1='', Flags =  00000000 00000000 answered
2023.18.07 17:53:06.193563; AzdkServerCommands; request time: 0.10540739994030446
2023.18.07 17:53:06.212430; AzdkServerCommands; Отправка команды АЗДК-1 [id=10], P0=4, P1=0, P2=0, Flags =  00000000 00000000 sent
