2023.03.07 15:09:59.645862; Старт испытаний.
2023.03.07 15:09:59.654867; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.03.07 15:09:59.785442; AzdkServerCommands; Поименовать соединение [id=13], P0=AzdkOdsTestApp sent
2023.03.07 15:09:59.996891; AzdkServerCommands; Поименовать соединение [id=13], P0=AzdkOdsTestApp answered
2023.03.07 15:10:00.024587; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.03.07 15:10:00.160111; PDSServerCommands; Поименовать соединение [id=14], P0=AzdkOdsTestApp sent
2023.03.07 15:10:00.422429; PDSServerCommands; Поименовать соединение [id=14], P0=AzdkOdsTestApp answered
2023.03.07 15:10:00.457413; AzdkServerCommands; Изменение шаблона имени файла журнала [id=10], P0=azdk2333.test1, P1=7 sent
2023.03.07 15:10:00.596545; AzdkServerCommands; Изменение шаблона имени файла журнала [id=10], P0=azdk2333.test1, P1=7 answered
2023.03.07 15:10:04.702617; AzdkServerCommands; Отправка команды АЗДК-1 [id=15], P0=49 sent
2023.03.07 15:10:04.833670; AzdkServerCommands; request time: 0.14829959999769926
2023.03.07 15:10:47.951255; PDSServerCommands; Установить ориентацию (GCRS) [id=11], P0={ 1.000000,  0.000000,  0.000000,  1.000000} sent
2023.03.07 15:10:48.060803; PDSServerCommands; Установить ориентацию (GCRS) [id=11], P0={ 1.000000,  0.000000,  0.000000,  1.000000}, Texec=2023-07-03 15:10:46.114000 answered
2023.03.07 15:10:48.108802; PDSServerCommands; Установить угловую скорость (GCRS) [id=12], P0={  0.500000,   1.000000,   1.000000} sent
2023.03.07 15:10:48.393370; PDSServerCommands; Установить угловую скорость (GCRS) [id=12], P0={  0.500000,   1.000000,   1.000000}, Texec=2023-07-03 15:10:46.278000 answered
2023.03.07 15:10:52.759461; AzdkServerCommands; Отправка команды АЗДК-1 [id=16], P0=7, P1=1, P2=1, P3=1 sent
2023.03.07 15:10:53.222593; AzdkServerCommands; request time: 1.0324897000100464
2023.03.07 15:10:56.834155; AzdkServerCommands; Отправка команды АЗДК-1 [id=17], P0=48 sent
2023.03.07 15:10:57.672705; AzdkServerCommands; request time: 1.2823669000063092
2023.03.07 15:10:59.215154; AzdkServerCommands; Отправка команды АЗДК-1 [id=18], P0=18 sent
2023.03.07 15:10:59.580087; AzdkServerCommands; request time: 0.8808470000512898
2023.03.07 15:11:00.132234; PDSServerCommands; socket was closed
2023.03.07 15:11:00.144267; AzdkServerCommands; socket was closed
2023.03.07 15:11:00.144267; Конец испытаний.
