2023.17.07 20:29:27.850434; Старт испытаний.
2023.17.07 20:29:27.856413; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.17.07 20:29:27.959335; AzdkServerCommands; Поименовать соединение [id=25], P0=AzdkOdsTestApp, Flags =  00000000 00000000 sent
2023.17.07 20:29:28.134626; AzdkServerCommands; Поименовать соединение [id=25], P0=AzdkOdsTestApp, Flags =  00000000 00001000 answered
2023.17.07 20:29:28.158562; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.17.07 20:29:28.268101; PDSServerCommands; Поименовать соединение [id=26], P0=AzdkOdsTestApp, Flags =  00000000 00000000 sent
2023.17.07 20:29:28.459593; PDSServerCommands; Поименовать соединение [id=26], P0=AzdkOdsTestApp, Flags =  00000000 00001000 answered
2023.17.07 20:29:28.499484; AzdkServerCommands; n1 [id=22], P0=azdk2309.test1, P1=7, Flags =  00000000 00000000 sent
2023.17.07 20:29:28.590246; AzdkServerCommands; n1 [id=22], P0=azdk2309.test1, P1=7, Flags =  00000000 00000000 answered
2023.17.07 20:29:28.653135; PDSServerCommands; angle [id=23], P0={  0.000000,   0.000000,   0.000000}, Flags =  00000000 00000000 sent
2023.17.07 20:29:28.746215; PDSServerCommands; angle [id=23], P0={  0.000000,   0.000000,   0.000000}, Texec=2023-07-17 20:29:29.748000, Flags =  00000000 00001000 answered
2023.17.07 20:29:28.808681; PDSServerCommands; n3 [id=24], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Flags =  00000000 00000000 sent
2023.17.07 20:29:28.905438; PDSServerCommands; n3 [id=24], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Texec=2023-07-17 20:29:29.908000, Flags =  00000000 00001000 answered
2023.17.07 20:29:28.960287; AzdkServerCommands; Отправка команды АЗДК-1 [id=27], P0=3, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
2023.17.07 20:29:29.067542; AzdkServerCommands; Отправка команды АЗДК-1 [id=27], P0=3, P1=0, P2=0, P3=0, A0=3, A1='', Flags =  00000000 00000000 answered
2023.17.07 20:29:29.074528; AzdkServerCommands; request time: 0.12000270001590252
2023.17.07 20:29:29.085495; AzdkServerCommands; Отправка команды АЗДК-1 [id=28], P0=4, P1=0, P2=0, Flags =  00000000 00000000 sent
2023.17.07 20:29:29.179140; AzdkServerCommands; Отправка команды АЗДК-1 [id=28], P0=4, P1=0, P2=0, A0=4, A1=неверный номер регистра, A2=248, Flags =  00000000 00000001 answered
2023.17.07 20:29:29.183087; AzdkServerCommands; request time: 0.10810750001110137
2023.17.07 20:29:29.194058; AzdkServerCommands; Отправка команды АЗДК-1 [id=29], P0=5, P1=0, P2=0, Flags =  00000000 00000000 sent
2023.17.07 20:29:29.423262; AzdkServerCommands; request time: 0.2398655000142753
2023.17.07 20:29:29.442965; AzdkServerCommands; Отправка команды АЗДК-1 [id=30], P0=32, P1=0, P2=0, P3=0, P4=0, Flags =  00000000 00000000 sent
2023.17.07 20:29:29.548574; AzdkServerCommands; Отправка команды АЗДК-1 [id=30], P0=32, P1=0, P2=0, P3=0, P4=0, A0=32, A1='00 00', Flags =  00000000 00000000 answered
2023.17.07 20:29:29.553560; AzdkServerCommands; request time: 0.1297653000219725
2023.17.07 20:29:29.568520; AzdkServerCommands; Отправка команды АЗДК-1 [id=31], P0=6, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
