2023.31.05 15:21:02.7379632023.31.05 15:21:02.736958; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.31.05 15:21:02.8835612023.31.05 15:21:02.883561; AzdkServerCommands; SET_CONN_NAME [id=4], AzdkOdsTestApp sent
2023.31.05 15:21:03.0939702023.31.05 15:21:03.093970; AzdkServerCommands; SET_CONN_NAME [id=4] answered
2023.31.05 15:21:03.2226542023.31.05 15:21:03.222654; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.31.05 15:21:03.4330622023.31.05 15:21:03.433062; PDSServerCommands; SET_CONN_NAME [id=5], AzdkOdsTestApp sent
2023.31.05 15:21:03.5629292023.31.05 15:21:03.562929; PDSServerCommands; SET_CONN_NAME [id=5] answered
2023.31.05 15:21:03.6925822023.31.05 15:21:03.692582; PDSServerCommands; angle [id=2], {  0.000000,   0.000000,   0.000000} sent
2023.31.05 15:21:03.6925822023.31.05 15:21:03.692582; AzdkServerCommands; n1 [id=1], azdk2309.test1, 7 sent
2023.31.05 15:21:03.7973302023.31.05 15:21:03.797330; AzdkServerCommands; DEVICE_CMD [id=6], 49 sent
2023.31.05 15:21:03.7983082023.31.05 15:21:03.797330; PDSServerCommands; angle [id=2], 2023-05-31 15:21:04.473000 answered
2023.31.05 15:21:03.7983082023.31.05 15:21:03.798308; PDSServerCommands; n3 [id=3], { 0.500000,  0.500000,  0.500000,  0.500000} sent
2023.31.05 15:21:03.9319432023.31.05 15:21:03.931943; AzdkServerCommands; DEVICE_CMD [id=6], 49 answered
2023.31.05 15:21:03.9409182023.31.05 15:21:03.940918; AzdkServerCommands; request time: 0.26294429996050894
2023.31.05 15:21:03.9409182023.31.05 15:21:03.940918; AzdkCommand; Id=0, Code=49, b''
2023.31.05 15:21:03.9469032023.31.05 15:21:03.946903; AzdkServerCommands; DEVICE_CMD [id=7], 7, 1, 1, 1 sent
2023.31.05 15:21:04.2101972023.31.05 15:21:04.210197; AzdkServerCommands; DEVICE_CMD [id=7], 7 answered
2023.31.05 15:21:04.2152182023.31.05 15:21:04.215218; AzdkServerCommands; request time: 0.2739317000377923
2023.31.05 15:21:04.2152182023.31.05 15:21:04.215218; AzdkCommand; Id=1, Code=7 [1, 1, 1], b''
2023.31.05 15:21:04.2321402023.31.05 15:21:04.232140; AzdkServerCommands; DEVICE_CMD [id=8], 7, 0, 0, 0 sent
2023.31.05 15:21:04.3368872023.31.05 15:21:04.336887; AzdkServerCommands; DEVICE_CMD [id=8], 7 answered
2023.31.05 15:21:04.3468602023.31.05 15:21:04.346860; AzdkServerCommands; request time: 0.13115250004921108
2023.31.05 15:21:04.3468602023.31.05 15:21:04.346860; AzdkCommand; Id=2, Code=7 [0, 0, 0], b''
2023.31.05 15:21:04.3588312023.31.05 15:21:04.358831; AzdkServerCommands; DEVICE_CMD [id=9], 48 sent
2023.31.05 15:21:04.4675102023.31.05 15:21:04.467510; AzdkServerCommands; DEVICE_CMD [id=9], 48 answered
2023.31.05 15:21:04.4675102023.31.05 15:21:04.467510; AzdkServerCommands; request time: 0.12030049995519221
2023.31.05 15:21:04.4675102023.31.05 15:21:04.467510; AzdkCommand; Id=3, Code=48, b''
2023.31.05 15:21:04.4854612023.31.05 15:21:04.485461; AzdkServerCommands; DEVICE_CMD [id=10], 18 sent
2023.31.05 15:21:04.7457662023.31.05 15:21:04.745766; AzdkServerCommands; DEVICE_CMD [id=10], 18, 00 00 00 00 00 00 00 00 00 00 00 00 32 62 e6 04 93 00 e7 07 answered
2023.31.05 15:21:04.7527472023.31.05 15:21:04.752747; AzdkServerCommands; request time: 0.28457280003931373
2023.31.05 15:21:04.7547412023.31.05 15:21:04.752747; AzdkCommand; Id=4, Code=18, answer=00 00 00 00 00 00 00 00 00 00 00 00 32 62 E6 04 93 00 E7 07
2023.31.05 15:21:04.7687052023.31.05 15:21:04.767706; PDSServerCommands; socket was closed
2023.31.05 15:21:04.7846622023.31.05 15:21:04.783664; AzdkServerCommands; socket was closed
