2023.03.07 17:58:58.972964; Старт испытаний.
2023.03.07 17:58:58.980717; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.03.07 17:58:59.176886; AzdkServerCommands; Поименовать соединение [id=13], P0=AzdkOdsTestApp sent
2023.03.07 17:58:59.358287; AzdkServerCommands; Поименовать соединение [id=13], P0=AzdkOdsTestApp answered
2023.03.07 17:58:59.368229; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.03.07 17:58:59.501879; PDSServerCommands; Поименовать соединение [id=14], P0=AzdkOdsTestApp sent
2023.03.07 17:58:59.735273; PDSServerCommands; Поименовать соединение [id=14], P0=AzdkOdsTestApp answered
2023.03.07 17:58:59.754437; AzdkServerCommands; Изменение шаблона имени файла журнала [id=10], P0=azdk2333.test1, P1=7 sent
2023.03.07 17:58:59.889752; AzdkServerCommands; Изменение шаблона имени файла журнала [id=10], P0=azdk2333.test1, P1=7 answered
2023.03.07 17:58:59.953727; AzdkServerCommands; Отправка команды АЗДК-1 [id=15], P0=49 sent
2023.03.07 17:59:00.205671; AzdkServerCommands; request time: 0.26462659996468574
2023.03.07 17:59:00.217122; PDSServerCommands; Установить ориентацию (GCRS) [id=11], P0={ 1.000000,  0.000000,  0.000000,  1.000000} sent
2023.03.07 17:59:00.327917; PDSServerCommands; Установить ориентацию (GCRS) [id=11], P0={ 1.000000,  0.000000,  0.000000,  1.000000}, Texec=2023-07-03 17:58:58.451000 answered
2023.03.07 17:59:00.358162; PDSServerCommands; Установить угловую скорость (GCRS) [id=12], P0={  0.500000,   1.000000,   1.000000} sent
2023.03.07 17:59:00.618322; PDSServerCommands; Установить угловую скорость (GCRS) [id=12], P0={  0.500000,   1.000000,   1.000000}, Texec=2023-07-03 17:58:58.591000 answered
2023.03.07 17:59:00.666856; AzdkServerCommands; Отправка команды АЗДК-1 [id=16], P0=7, P1=1, P2=1, P3=1 sent
2023.03.07 17:59:00.797025; AzdkServerCommands; request time: 0.1373924999497831
2023.03.07 17:59:00.806963; AzdkServerCommands; Отправка команды АЗДК-1 [id=17], P0=48 sent
2023.03.07 17:59:00.945207; AzdkServerCommands; request time: 0.14646019996143878
2023.03.07 17:59:00.950157; AzdkServerCommands; Отправка команды АЗДК-1 [id=18], P0=18 sent
2023.03.07 17:59:01.074341; AzdkServerCommands; request time: 0.12752330000512302
2023.03.07 17:59:01.088021; PDSServerCommands; socket was closed
2023.03.07 17:59:01.103809; AzdkServerCommands; socket was closed
2023.03.07 17:59:01.104810; Конец испытаний.
