2023.31.05 15:37:28.4029982023.31.05 15:37:28.402000; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.31.05 15:37:28.5725442023.31.05 15:37:28.572544; AzdkServerCommands; SET_CONN_NAME [id=4], AzdkOdsTestApp sent
2023.31.05 15:37:28.7709852023.31.05 15:37:28.770985; AzdkServerCommands; SET_CONN_NAME [id=4] answered
2023.31.05 15:37:28.9116372023.31.05 15:37:28.911637; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.31.05 15:37:29.0462762023.31.05 15:37:29.046276; PDSServerCommands; SET_CONN_NAME [id=5], AzdkOdsTestApp sent
2023.31.05 15:37:29.2800052023.31.05 15:37:29.280005; PDSServerCommands; SET_CONN_NAME [id=5] answered
2023.31.05 15:37:29.3946622023.31.05 15:37:29.394662; PDSServerCommands; angle [id=2], {  0.000000,   0.000000,   0.000000} sent
2023.31.05 15:37:29.3956602023.31.05 15:37:29.394662; AzdkServerCommands; n1 [id=1], azdk2309.test1, 7 sent
2023.31.05 15:37:29.5040492023.31.05 15:37:29.504049; AzdkServerCommands; DEVICE_CMD [id=6], 49 sent
2023.31.05 15:37:29.5040492023.31.05 15:37:29.504049; PDSServerCommands; n3 [id=3], { 0.500000,  0.500000,  0.500000,  0.500000} sent
2023.31.05 15:37:29.6220952023.31.05 15:37:29.622095; AzdkServerCommands; DEVICE_CMD [id=6], 49 answered
2023.31.05 15:37:29.6260902023.31.05 15:37:29.626090; AzdkServerCommands; request time: 0.24127290002070367
2023.31.05 15:37:29.6260902023.31.05 15:37:29.626090; AzdkCommand; Id=0, Code=49, b''
2023.31.05 15:37:29.6438992023.31.05 15:37:29.643899; AzdkServerCommands; DEVICE_CMD [id=7], 7, 1, 1, 1 sent
2023.31.05 15:37:29.7498642023.31.05 15:37:29.749638; AzdkServerCommands; DEVICE_CMD [id=7], 7 answered
2023.31.05 15:37:29.7540412023.31.05 15:37:29.754041; AzdkServerCommands; request time: 0.12756499997340143
2023.31.05 15:37:29.7540412023.31.05 15:37:29.754041; AzdkCommand; Id=1, Code=7 [1, 1, 1], b''
2023.31.05 15:37:29.7673652023.31.05 15:37:29.767365; AzdkServerCommands; DEVICE_CMD [id=8], 7, 0, 0, 0 sent
2023.31.05 15:37:30.0277712023.31.05 15:37:30.027771; AzdkServerCommands; DEVICE_CMD [id=8], 7 answered
2023.31.05 15:37:30.0377442023.31.05 15:37:30.037744; AzdkServerCommands; request time: 0.2833029000321403
2023.31.05 15:37:30.0377442023.31.05 15:37:30.037744; AzdkCommand; Id=2, Code=7 [0, 0, 0], b''
2023.31.05 15:37:30.0487152023.31.05 15:37:30.048715; AzdkServerCommands; DEVICE_CMD [id=9], 48 sent
2023.31.05 15:37:30.1584212023.31.05 15:37:30.158421; AzdkServerCommands; DEVICE_CMD [id=9], 48 answered
2023.31.05 15:37:30.1693912023.31.05 15:37:30.169391; AzdkServerCommands; request time: 0.13122989994008094
2023.31.05 15:37:30.1693912023.31.05 15:37:30.169391; AzdkCommand; Id=3, Code=48, b''
2023.31.05 15:37:30.1753752023.31.05 15:37:30.175375; AzdkServerCommands; DEVICE_CMD [id=10], 18 sent
2023.31.05 15:37:30.3475702023.31.05 15:37:30.347570; AzdkServerCommands; DEVICE_CMD [id=10], 18, 00 00 00 00 00 00 00 00 00 00 00 00 32 62 e6 04 93 00 e7 07 answered
2023.31.05 15:37:30.3508882023.31.05 15:37:30.350774; AzdkServerCommands; request time: 0.18103870004415512
2023.31.05 15:37:30.3509682023.31.05 15:37:30.350888; AzdkCommand; Id=4, Code=18, answer=00 00 00 00 00 00 00 00 00 00 00 00 32 62 E6 04 93 00 E7 07
2023.31.05 15:37:30.3614922023.31.05 15:37:30.360528; PDSServerCommands; socket was closed
2023.31.05 15:37:30.3763562023.31.05 15:37:30.376356; AzdkServerCommands; socket was closed
