2023.17.07 19:37:46.224432; Старт испытаний.
2023.17.07 19:37:46.229419; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.17.07 19:37:46.328259; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp, Flags =  00000000 00000000 sent
2023.17.07 19:37:46.500016; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp, Flags =  00000000 00001000 answered
2023.17.07 19:37:46.520555; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.17.07 19:37:46.623076; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp, Flags =  00000000 00000000 sent
2023.17.07 19:37:46.833081; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp, Flags =  00000000 00001000 answered
2023.17.07 19:37:46.886937; AzdkServerCommands; n1 [id=1], P0=azdk2309.test1, P1=7, Flags =  00000000 00000000 sent
2023.17.07 19:37:46.980324; AzdkServerCommands; n1 [id=1], P0=azdk2309.test1, P1=7, Flags =  00000000 00000000 answered
2023.17.07 19:37:47.026109; PDSServerCommands; angle [id=2], P0={  0.000000,   0.000000,   0.000000}, Flags =  00000000 00000000 sent
2023.17.07 19:37:47.113517; PDSServerCommands; angle [id=2], P0={  0.000000,   0.000000,   0.000000}, Texec=2023-07-17 19:37:48.096000, Flags =  00000000 00001000 answered
2023.17.07 19:37:47.181745; PDSServerCommands; n3 [id=3], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Flags =  00000000 00000000 sent
2023.17.07 19:37:47.272137; PDSServerCommands; n3 [id=3], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Texec=2023-07-17 19:37:48.254000, Flags =  00000000 00001000 answered
2023.17.07 19:37:47.337473; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=3, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
2023.17.07 19:37:47.440518; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=3, P1=0, P2=0, P3=0, A0=3, A1='', Flags =  00000000 00000000 answered
2023.17.07 19:37:47.446499; AzdkServerCommands; request time: 0.11924490000819787
2023.17.07 19:37:47.459466; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=4, P1=0, P2=0, Flags =  00000000 00000000 sent
2023.17.07 19:37:47.551945; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=4, P1=0, P2=0, A0=4, A1=неверный номер регистра, A2=248, Flags =  00000000 00000001 answered
2023.17.07 19:37:47.555934; AzdkServerCommands; request time: 0.10903459996916354
2023.17.07 19:37:47.568900; AzdkServerCommands; Отправка команды АЗДК-1 [id=8], P0=5, P1=0, P2=0, Flags =  00000000 00000000 sent
2023.17.07 19:37:47.664646; AzdkServerCommands; Отправка команды АЗДК-1 [id=8], P0=5, P1=0, P2=0, A0=5, A1='', Flags =  00000000 00000000 answered
2023.17.07 19:37:47.675613; AzdkServerCommands; request time: 0.11921530001563951
2023.17.07 19:37:47.678605; AzdkServerCommands; Отправка команды АЗДК-1 [id=9], P0=32, P1=0, P2=0, P3=0, P4=0, Flags =  00000000 00000000 sent
2023.17.07 19:37:47.915099; AzdkServerCommands; request time: 0.2391461000079289
2023.17.07 19:37:47.929061; AzdkServerCommands; Отправка команды АЗДК-1 [id=10], P0=6, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
2023.17.07 19:37:48.056306; AzdkServerCommands; request time: 0.14066119998460636
2023.17.07 19:37:48.067280; AzdkServerCommands; Отправка команды АЗДК-1 [id=11], P0=7, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
2023.17.07 19:37:48.185775; AzdkServerCommands; request time: 0.1291079000220634
2023.17.07 19:37:48.193754; AzdkServerCommands; Отправка команды АЗДК-1 [id=12], P0=8, P1=0, Flags =  00000000 00000000 sent
2023.17.07 19:37:48.437109; AzdkServerCommands; request time: 0.2508488999446854
2023.17.07 19:37:48.457053; AzdkServerCommands; Отправка команды АЗДК-1 [id=13], P0=9, P1=0, P2=0, P3=0, P4=0, Flags =  00000000 00000000 sent
2023.17.07 19:37:48.558249; AzdkServerCommands; Отправка команды АЗДК-1 [id=13], P0=9, P1=0, P2=0, P3=0, P4=0, A0=9, A1='', Flags =  00000000 00000000 answered
2023.17.07 19:37:48.567225; AzdkServerCommands; request time: 0.12960479996399954
2023.17.07 19:37:48.582343; AzdkServerCommands; Отправка команды АЗДК-1 [id=14], P0=10, P1=0, Flags =  00000000 00000000 sent
2023.17.07 19:37:48.684237; AzdkServerCommands; Отправка команды АЗДК-1 [id=14], P0=10, P1=0, A0=10, A1='', Flags =  00000000 00000000 answered
2023.17.07 19:37:48.686235; AzdkServerCommands; request time: 0.11870009999256581
