2023.03.07 18:12:31.586358; Старт испытаний.
2023.03.07 18:12:31.595331; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.03.07 18:12:31.728817; AzdkServerCommands; Поименовать соединение [id=9], P0=AzdkOdsTestApp sent
2023.03.07 18:12:31.947961; AzdkServerCommands; Поименовать соединение [id=9], P0=AzdkOdsTestApp answered
2023.03.07 18:12:31.968606; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.03.07 18:12:32.101294; PDSServerCommands; Поименовать соединение [id=10], P0=AzdkOdsTestApp sent
2023.03.07 18:12:32.330884; PDSServerCommands; Поименовать соединение [id=10], P0=AzdkOdsTestApp answered
2023.03.07 18:12:35.580044; AzdkServerCommands; Изменение шаблона имени файла журнала [id=1], P0=azdk2333.test1, P1=7 sent
2023.03.07 18:12:35.689286; AzdkServerCommands; Изменение шаблона имени файла журнала [id=1], P0=azdk2333.test1, P1=7 answered
2023.03.07 18:12:37.322168; AzdkServerCommands; Отправка команды АЗДК-1 [id=11], P0=49 sent
2023.03.07 18:12:37.605614; AzdkServerCommands; request time: 0.30089690000750124
2023.03.07 18:12:37.618795; PDSServerCommands; Установить ориентацию (GCRS) [id=2], P0={ 1.000000,  0.000000,  0.000000,  1.000000} sent
2023.03.07 18:12:37.741882; PDSServerCommands; Установить ориентацию (GCRS) [id=2], P0={ 1.000000,  0.000000,  0.000000,  1.000000}, Texec=2023-07-03 18:12:35.871000 answered
2023.03.07 18:12:37.759175; PDSServerCommands; Установить угловую скорость (GCRS) [id=3], P0={  0.500000,   1.000000,   1.000000} sent
2023.03.07 18:12:38.018950; PDSServerCommands; Установить угловую скорость (GCRS) [id=3], P0={  0.500000,   1.000000,   1.000000}, Texec=2023-07-03 18:12:36.001000 answered
2023.03.07 18:12:38.067930; AzdkServerCommands; Отправка команды АЗДК-1 [id=12], P0=7, P1=1, P2=1, P3=1 sent
2023.03.07 18:12:38.208164; AzdkServerCommands; request time: 0.1480853999964893
2023.03.07 18:12:38.223159; AzdkServerCommands; Отправка команды АЗДК-1 [id=13], P0=48 sent
2023.03.07 18:12:38.355770; AzdkServerCommands; request time: 0.14684629999101162
2023.03.07 18:12:38.363907; AzdkServerCommands; Отправка команды АЗДК-1 [id=14], P0=18 sent
2023.03.07 18:12:38.507244; AzdkServerCommands; request time: 0.1510786999715492
2023.03.07 18:12:38.519483; PDSServerCommands; socket was closed
2023.03.07 18:12:38.535338; AzdkServerCommands; socket was closed
2023.03.07 18:12:38.535338; Конец испытаний.
