2023.19.07 16:21:50.558751; Старт испытаний.
2023.19.07 16:21:50.565839; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.19.07 16:21:50.692290; AzdkServerCommands; Поименовать соединение [id=46], P0=AzdkOdsTestApp, Flags =  00000000 00000000 sent
2023.19.07 16:21:50.866829; AzdkServerCommands; Поименовать соединение [id=46], P0=AzdkOdsTestApp, Flags =  00000000 00001000 answered
2023.19.07 16:21:50.887764; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.19.07 16:21:51.015461; PDSServerCommands; Поименовать соединение [id=47], P0=AzdkOdsTestApp, Flags =  00000000 00000000 sent
2023.19.07 16:21:51.209550; PDSServerCommands; Поименовать соединение [id=47], P0=AzdkOdsTestApp, Flags =  00000000 00001000 answered
2023.19.07 16:21:51.262524; AzdkServerCommands; n1 [id=43], P0=azdk2309.test1, P1=7, Flags =  00000000 00000000 sent
2023.19.07 16:21:51.352644; AzdkServerCommands; n1 [id=43], P0=azdk2309.test1, P1=7, Flags =  00000000 00000000 answered
2023.19.07 16:21:51.423616; PDSServerCommands; angle [id=44], P0={  0.000000,   0.000000,   0.000000}, Flags =  00000000 00000000 sent
2023.19.07 16:21:51.515066; PDSServerCommands; angle [id=44], P0={  0.000000,   0.000000,   0.000000}, Texec=2023-07-19 16:21:51.105000, Flags =  00000000 00001000 answered
2023.19.07 16:21:51.577110; PDSServerCommands; n3 [id=45], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Flags =  00000000 00000000 sent
2023.19.07 16:21:51.666511; PDSServerCommands; n3 [id=45], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Texec=2023-07-19 16:21:51.258000, Flags =  00000000 00001000 answered
2023.19.07 16:21:51.716494; AzdkServerCommands; Отправка команды АЗДК-1 [id=48], P0=3, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
2023.19.07 16:21:51.822275; AzdkServerCommands; Отправка команды АЗДК-1 [id=48], P0=3, P1=0, P2=0, P3=0, A0=3, A1='', Flags =  00000000 00000000 answered
2023.19.07 16:21:51.827233; AzdkServerCommands; request time: 0.11648700000660028
2023.19.07 16:21:51.841383; AzdkServerCommands; Отправка команды АЗДК-1 [id=49], P0=4, P1=0, P2=0, Flags =  00000000 00000000 sent
2023.19.07 16:21:51.947013; AzdkServerCommands; Отправка команды АЗДК-1 [id=49], P0=4, P1=0, P2=0, A0=4, A1=неверный номер регистра, A2=248, Flags =  00000000 00000001 answered
2023.19.07 16:21:51.953771; AzdkServerCommands; request time: 0.1260039000044344
2023.19.07 16:21:51.964744; AzdkServerCommands; Отправка команды АЗДК-1 [id=50], P0=5, P1=0, P2=0, Flags =  00000000 00000000 sent
2023.19.07 16:21:52.195355; AzdkServerCommands; request time: 0.24093110000831075
2023.19.07 16:21:52.213563; AzdkServerCommands; Отправка команды АЗДК-1 [id=51], P0=32, P1=0, P2=0, P3=0, P4=0, Flags =  00000000 00000000 sent
2023.19.07 16:21:52.314342; AzdkServerCommands; Отправка команды АЗДК-1 [id=51], P0=32, P1=0, P2=0, P3=0, P4=0, A0=32, A1='00 00', Flags =  00000000 00000000 answered
2023.19.07 16:21:52.323052; AzdkServerCommands; request time: 0.12715210000169463
2023.19.07 16:21:52.336653; AzdkServerCommands; Отправка команды АЗДК-1 [id=52], P0=6, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
2023.19.07 16:21:52.452447; AzdkServerCommands; request time: 0.1289394000050379
2023.19.07 16:21:52.461837; AzdkServerCommands; Отправка команды АЗДК-1 [id=53], P0=7, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
2023.19.07 16:21:52.695445; AzdkServerCommands; request time: 0.2416670999955386
2023.19.07 16:21:52.710860; AzdkServerCommands; Отправка команды АЗДК-1 [id=54], P0=8, P1=0, Flags =  00000000 00000000 sent
2023.19.07 16:21:52.814189; AzdkServerCommands; Отправка команды АЗДК-1 [id=54], P0=8, P1=0, A0=8, A1='', Flags =  00000000 00000000 answered
2023.19.07 16:21:52.817211; AzdkServerCommands; request time: 0.12005760001193266
2023.19.07 16:21:52.833420; AzdkServerCommands; Отправка команды АЗДК-1 [id=55], P0=9, P1=0, P2=0, P3=0, P4=0, Flags =  00000000 00000000 sent
2023.19.07 16:21:52.936027; AzdkServerCommands; Отправка команды АЗДК-1 [id=55], P0=9, P1=0, P2=0, P3=0, P4=0, A0=9, A1='', Flags =  00000000 00000000 answered
2023.19.07 16:21:52.942874; AzdkServerCommands; request time: 0.12519950000569224
2023.19.07 16:21:52.957967; AzdkServerCommands; Отправка команды АЗДК-1 [id=56], P0=10, P1=0, Flags =  00000000 00000000 sent
2023.19.07 16:21:53.191268; AzdkServerCommands; request time: 0.2479826999915531
2023.19.07 16:21:53.206496; AzdkServerCommands; Отправка команды АЗДК-1 [id=57], P0=11, P1=0, P2=0, P3=0, P4=0, P5=0, P6=0, P7=0, P8=0, P9=0, P10=0, P11=0, P12=0, P13=0, P14=0, P15=0, P16=0, Flags =  00000000 00000000 sent
2023.19.07 16:21:53.303668; AzdkServerCommands; Отправка команды АЗДК-1 [id=57], P0=11, P1=0, P2=0, P3=0, P4=0, P5=0, P6=0, P7=0, P8=0, P9=0, P10=0, P11=0, P12=0, P13=0, P14=0, P15=0, P16=0, A0=11, A1='', Flags =  00000000 00000000 answered
2023.19.07 16:21:53.308115; AzdkServerCommands; request time: 0.11631189999752678
2023.19.07 16:21:53.316628; AzdkServerCommands; Отправка команды АЗДК-1 [id=58], P0=13, P1=0, P2=0, P3=0, P4=0, Flags =  00000000 00000000 sent
2023.19.07 16:21:53.413299; AzdkServerCommands; Отправка команды АЗДК-1 [id=58], P0=13, P1=0, P2=0, P3=0, P4=0, A0=13, A1='', Flags =  00000000 00000000 answered
2023.19.07 16:21:53.421497; AzdkServerCommands; request time: 0.11298969999188557
2023.19.07 16:21:53.425844; AzdkServerCommands; Отправка команды АЗДК-1 [id=59], P0=16, Flags =  00000000 00000000 sent
2023.19.07 16:21:53.654772; AzdkServerCommands; request time: 0.2328158999880543
2023.19.07 16:21:53.673874; AzdkServerCommands; Отправка команды АЗДК-1 [id=60], P0=17, P1=0, Flags =  00000000 00000000 sent
2023.19.07 16:21:53.765402; AzdkServerCommands; Отправка команды АЗДК-1 [id=60], P0=17, P1=0, A0=17, A1='11 00 00 00', Flags =  00000000 00000000 answered
2023.19.07 16:21:53.775374; AzdkServerCommands; request time: 0.11892219999572262
2023.19.07 16:21:53.800444; AzdkServerCommands; Отправка команды АЗДК-1 [id=61], P0=18, Flags =  00000000 00000000 sent
2023.19.07 16:21:53.927349; AzdkServerCommands; request time: 0.1505408999946667
2023.19.07 16:21:53.938309; AzdkServerCommands; Отправка команды АЗДК-1 [id=62], P0=19, Flags =  00000000 00000000 sent
2023.19.07 16:21:54.153462; AzdkServerCommands; request time: 0.22405760000401642
2023.19.07 16:21:54.175416; AzdkServerCommands; Отправка команды АЗДК-1 [id=63], P0=70, Flags =  00000000 00000000 sent
2023.19.07 16:21:54.274705; AzdkServerCommands; Отправка команды АЗДК-1 [id=63], P0=70, A0=70, A1=запрещенная команда, A2=244, Flags =  00000000 00000001 answered
2023.19.07 16:21:54.280812; AzdkServerCommands; request time: 0.1267461999959778
2023.19.07 16:21:54.285136; PDSServerCommands; socket was closed
2023.19.07 16:21:54.300226; AzdkServerCommands; socket was closed
2023.19.07 16:21:54.302194; Конец испытаний.
