2023.03.07 15:33:45.874952; Старт испытаний.
2023.03.07 15:33:53.370797; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.03.07 15:33:53.528576; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp sent
2023.03.07 15:33:53.743872; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp answered
2023.03.07 15:33:53.768337; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.03.07 15:33:53.932564; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp sent
2023.03.07 15:33:54.132093; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp answered
2023.03.07 15:33:54.184752; AzdkServerCommands; Изменение шаблона имени файла журнала [id=1], P0=azdk2333.test1, P1=7 sent
2023.03.07 15:33:54.614515; AzdkServerCommands; Изменение шаблона имени файла журнала [id=1], P0=azdk2333.test1, P1=7 answered
2023.03.07 15:33:56.624336; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=49 sent
2023.03.07 15:33:56.769993; AzdkServerCommands; request time: 0.14623429998755455
2023.03.07 15:33:56.774946; PDSServerCommands; Установить ориентацию (GCRS) [id=2], P0={ 1.000000,  0.000000,  0.000000,  1.000000} sent
2023.03.07 15:33:56.882005; PDSServerCommands; Установить ориентацию (GCRS) [id=2], P0={ 1.000000,  0.000000,  0.000000,  1.000000}, Texec=2023-07-03 15:33:54.945000 answered
2023.03.07 15:33:56.929032; PDSServerCommands; Установить угловую скорость (GCRS) [id=3], P0={  0.500000,   1.000000,   1.000000} sent
2023.03.07 15:33:57.189550; PDSServerCommands; Установить угловую скорость (GCRS) [id=3], P0={  0.500000,   1.000000,   1.000000}, Texec=2023-07-03 15:33:55.108000 answered
2023.03.07 15:33:57.934880; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=7, P1=1, P2=1, P3=1 sent
2023.03.07 15:33:58.055691; AzdkServerCommands; request time: 0.1308207999682054
2023.03.07 15:33:58.934305; AzdkServerCommands; Отправка команды АЗДК-1 [id=8], P0=48 sent
2023.03.07 15:33:59.061132; AzdkServerCommands; request time: 0.1381816000211984
2023.03.07 15:33:59.917500; AzdkServerCommands; Отправка команды АЗДК-1 [id=9], P0=18 sent
2023.03.07 15:34:00.055536; AzdkServerCommands; request time: 0.13813400000799447
2023.03.07 15:34:00.058493; PDSServerCommands; socket was closed
2023.03.07 15:34:00.074560; AzdkServerCommands; socket was closed
2023.03.07 15:34:00.075532; Конец испытаний.
