2023.19.07 16:48:47.835892; Старт испытаний.
2023.19.07 16:48:47.844179; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.19.07 16:48:47.961643; AzdkServerCommands; Поименовать соединение [id=46], P0=AzdkOdsTestApp, Flags =  00000000 00000000 sent
2023.19.07 16:48:48.134962; AzdkServerCommands; Поименовать соединение [id=46], P0=AzdkOdsTestApp, Flags =  00000000 00001000 answered
2023.19.07 16:48:48.157930; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.19.07 16:48:48.273453; PDSServerCommands; Поименовать соединение [id=47], P0=AzdkOdsTestApp, Flags =  00000000 00000000 sent
2023.19.07 16:48:48.467601; PDSServerCommands; Поименовать соединение [id=47], P0=AzdkOdsTestApp, Flags =  00000000 00001000 answered
2023.19.07 16:48:48.522585; AzdkServerCommands; n1 [id=43], P0=azdk2309.test1, P1=7, Flags =  00000000 00000000 sent
2023.19.07 16:48:48.613779; AzdkServerCommands; n1 [id=43], P0=azdk2309.test1, P1=7, Flags =  00000000 00000000 answered
2023.19.07 16:48:48.677602; PDSServerCommands; angle [id=44], P0={  0.000000,   0.000000,   0.000000}, Flags =  00000000 00000000 sent
2023.19.07 16:48:48.765821; PDSServerCommands; angle [id=44], P0={  0.000000,   0.000000,   0.000000}, Texec=2023-07-19 16:48:48.370000, Flags =  00000000 00001000 answered
2023.19.07 16:48:48.819323; PDSServerCommands; n3 [id=45], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Flags =  00000000 00000000 sent
2023.19.07 16:48:48.908140; PDSServerCommands; n3 [id=45], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Texec=2023-07-19 16:48:48.512000, Flags =  00000000 00001000 answered
2023.19.07 16:48:48.972169; AzdkServerCommands; Отправка команды АЗДК-1 [id=48], P0=3, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
2023.19.07 16:48:49.068075; AzdkServerCommands; Отправка команды АЗДК-1 [id=48], P0=3, P1=0, P2=0, P3=0, A0=3, A1='', Flags =  00000000 00000000 answered
2023.19.07 16:48:49.071837; AzdkServerCommands; request time: 0.10445120000804309
2023.19.07 16:48:49.080824; AzdkServerCommands; Отправка команды АЗДК-1 [id=49], P0=4, P1=0, P2=0, Flags =  00000000 00000000 sent
2023.19.07 16:48:49.179692; AzdkServerCommands; Отправка команды АЗДК-1 [id=49], P0=4, P1=0, P2=0, A0=4, A1=неверный номер регистра, A2=248, Flags =  00000000 00000001 answered
2023.19.07 16:48:49.188652; AzdkServerCommands; request time: 0.11628380000183824
2023.19.07 16:48:49.203333; AzdkServerCommands; Отправка команды АЗДК-1 [id=50], P0=5, P1=0, P2=0, Flags =  00000000 00000000 sent
2023.19.07 16:48:49.440586; AzdkServerCommands; request time: 0.2513545999972848
2023.19.07 16:48:49.452014; AzdkServerCommands; Отправка команды АЗДК-1 [id=51], P0=32, P1=0, P2=0, P3=0, P4=0, Flags =  00000000 00000000 sent
2023.19.07 16:48:49.544764; AzdkServerCommands; Отправка команды АЗДК-1 [id=51], P0=32, P1=0, P2=0, P3=0, P4=0, A0=32, A1='00 00', Flags =  00000000 00000000 answered
2023.19.07 16:48:49.547754; AzdkServerCommands; request time: 0.10665919999883045
2023.19.07 16:48:49.559722; AzdkServerCommands; Отправка команды АЗДК-1 [id=52], P0=6, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
2023.19.07 16:48:49.657116; AzdkServerCommands; Отправка команды АЗДК-1 [id=52], P0=6, P1=0, P2=0, P3=0, A0=6, A1='', Flags =  00000000 00000000 answered
2023.19.07 16:48:49.665630; AzdkServerCommands; request time: 0.11741540000366513
