2023.18.07 20:06:14.933261; Старт испытаний.
2023.18.07 20:06:14.938835; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.18.07 20:06:15.043613; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp, Flags =  00000000 00000000 sent
2023.18.07 20:06:15.224088; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp, Flags =  00000000 00001000 answered
2023.18.07 20:06:15.235573; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.18.07 20:06:15.351985; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp, Flags =  00000000 00000000 sent
2023.18.07 20:06:15.546946; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp, Flags =  00000000 00001000 answered
2023.18.07 20:06:15.600234; AzdkServerCommands; n1 [id=1], P0=azdk2309.test1, P1=7, Flags =  00000000 00000000 sent
2023.18.07 20:06:15.692106; AzdkServerCommands; n1 [id=1], P0=azdk2309.test1, P1=7, Flags =  00000000 00000000 answered
2023.18.07 20:06:15.753949; PDSServerCommands; angle [id=2], P0={  0.000000,   0.000000,   0.000000}, Flags =  00000000 00000000 sent
2023.18.07 20:06:15.844397; PDSServerCommands; angle [id=2], P0={  0.000000,   0.000000,   0.000000}, Texec=2023-07-18 20:06:16.189000, Flags =  00000000 00001000 answered
2023.18.07 20:06:15.907930; PDSServerCommands; n3 [id=3], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Flags =  00000000 00000000 sent
2023.18.07 20:06:15.996708; PDSServerCommands; n3 [id=3], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Texec=2023-07-18 20:06:16.342000, Flags =  00000000 00001000 answered
2023.18.07 20:06:16.050486; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=3, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
2023.18.07 20:06:16.174760; AzdkServerCommands; request time: 0.12715549999984432
2023.18.07 20:06:16.184688; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=4, P1=0, P2=0, Flags =  00000000 00000000 sent
2023.18.07 20:06:16.416523; AzdkServerCommands; request time: 0.24066729999981362
2023.18.07 20:06:16.432751; AzdkServerCommands; Отправка команды АЗДК-1 [id=8], P0=5, P1=0, P2=0, Flags =  00000000 00000000 sent
2023.18.07 20:06:16.545183; AzdkServerCommands; request time: 0.12705419999997503
2023.18.07 20:06:16.558250; AzdkServerCommands; Отправка команды АЗДК-1 [id=9], P0=32, P1=0, P2=0, P3=0, P4=0, Flags =  00000000 00000000 sent
2023.18.07 20:06:16.685449; AzdkServerCommands; request time: 0.13802830000008726
2023.18.07 20:06:16.698841; AzdkServerCommands; Отправка команды АЗДК-1 [id=10], P0=6, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
2023.18.07 20:06:17.127683; AzdkServerCommands; request time: 0.4405461999999716
2023.18.07 20:06:17.133669; AzdkServerCommands; Отправка команды АЗДК-1 [id=11], P0=7, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
2023.18.07 20:06:17.234428; AzdkServerCommands; Отправка команды АЗДК-1 [id=11], P0=7, P1=0, P2=0, P3=0, A0=7, A1='', Flags =  00000000 00000000 answered
2023.18.07 20:06:17.244177; AzdkServerCommands; request time: 0.11598520000006829
2023.18.07 20:06:17.257492; AzdkServerCommands; Отправка команды АЗДК-1 [id=12], P0=8, P1=0, Flags =  00000000 00000000 sent
2023.18.07 20:06:17.485914; AzdkServerCommands; request time: 0.24130889999992178
2023.18.07 20:06:17.505714; AzdkServerCommands; Отправка команды АЗДК-1 [id=13], P0=9, P1=0, P2=0, P3=0, P4=0, Flags =  00000000 00000000 sent
2023.18.07 20:06:17.919309; AzdkServerCommands; request time: 0.43176259999995636
2023.18.07 20:06:17.927090; AzdkServerCommands; Отправка команды АЗДК-1 [id=14], P0=10, P1=0, Flags =  00000000 00000000 sent
2023.18.07 20:06:18.033298; AzdkServerCommands; Отправка команды АЗДК-1 [id=14], P0=10, P1=0, A0=10, A1='', Flags =  00000000 00000000 answered
2023.18.07 20:06:18.037038; AzdkServerCommands; request time: 0.1160675999999512
2023.18.07 20:06:18.052962; AzdkServerCommands; Отправка команды АЗДК-1 [id=15], P0=11, P1=0, P2=0, P3=0, P4=0, P5=0, P6=0, P7=0, P8=0, P9=0, P10=0, P11=0, P12=0, P13=0, P14=0, P15=0, P16=0, Flags =  00000000 00000000 sent
2023.18.07 20:06:18.159106; AzdkServerCommands; Отправка команды АЗДК-1 [id=15], P0=11, P1=0, P2=0, P3=0, P4=0, P5=0, P6=0, P7=0, P8=0, P9=0, P10=0, P11=0, P12=0, P13=0, P14=0, P15=0, P16=0, A0=11, A1='', Flags =  00000000 00000000 answered
2023.18.07 20:06:18.165360; AzdkServerCommands; request time: 0.12676939999983006
2023.18.07 20:06:18.176849; AzdkServerCommands; Отправка команды АЗДК-1 [id=16], P0=13, P1=0, P2=0, P3=0, P4=0, Flags =  00000000 00000000 sent
2023.18.07 20:06:18.490613; AzdkServerCommands; request time: 0.32489379999992707
2023.18.07 20:06:18.502393; AzdkServerCommands; Отправка команды АЗДК-1 [id=17], P0=16, Flags =  00000000 00000000 sent
