2023.19.07 15:34:55.611242; Старт испытаний.
2023.19.07 15:34:55.651472; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.19.07 15:34:55.779280; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp, Flags =  00000000 00000000 sent
2023.19.07 15:34:55.953497; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp, Flags =  00000000 00001000 answered
2023.19.07 15:34:55.972112; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.19.07 15:34:56.092867; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp, Flags =  00000000 00000000 sent
2023.19.07 15:34:56.287758; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp, Flags =  00000000 00001000 answered
2023.19.07 15:34:56.341274; AzdkServerCommands; n1 [id=1], P0=azdk2309.test1, P1=7, Flags =  00000000 00000000 sent
2023.19.07 15:34:56.434229; AzdkServerCommands; n1 [id=1], P0=azdk2309.test1, P1=7, Flags =  00000000 00000000 answered
2023.19.07 15:34:56.494423; PDSServerCommands; angle [id=2], P0={  0.000000,   0.000000,   0.000000}, Flags =  00000000 00000000 sent
2023.19.07 15:34:56.584961; PDSServerCommands; angle [id=2], P0={  0.000000,   0.000000,   0.000000}, Texec=2023-07-19 15:34:56.155000, Flags =  00000000 00001000 answered
2023.19.07 15:34:56.647684; PDSServerCommands; n3 [id=3], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Flags =  00000000 00000000 sent
2023.19.07 15:34:56.737053; PDSServerCommands; n3 [id=3], P0={ 0.500000,  0.500000,  0.500000,  0.500000}, Texec=2023-07-19 15:34:56.307000, Flags =  00000000 00001000 answered
2023.19.07 15:34:56.789831; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=3, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
2023.19.07 15:34:56.881597; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=3, P1=0, P2=0, P3=0, A0=3, A1='', Flags =  00000000 00000000 answered
2023.19.07 15:34:56.890262; AzdkServerCommands; request time: 0.10262500001408625
2023.19.07 15:34:56.897245; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=4, P1=0, P2=0, Flags =  00000000 00000000 sent
2023.19.07 15:34:56.996056; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=4, P1=0, P2=0, A0=4, A1=неверный номер регистра, A2=248, Flags =  00000000 00000001 answered
2023.19.07 15:34:56.997071; AzdkServerCommands; request time: 0.10634050000226125
2023.19.07 15:34:57.021269; AzdkServerCommands; Отправка команды АЗДК-1 [id=8], P0=5, P1=0, P2=0, Flags =  00000000 00000000 sent
2023.19.07 15:34:57.255601; AzdkServerCommands; request time: 0.25720199999341276
2023.19.07 15:34:57.267598; AzdkServerCommands; Отправка команды АЗДК-1 [id=9], P0=32, P1=0, P2=0, P3=0, P4=0, Flags =  00000000 00000000 sent
2023.19.07 15:34:57.359545; AzdkServerCommands; Отправка команды АЗДК-1 [id=9], P0=32, P1=0, P2=0, P3=0, P4=0, A0=32, A1='00 00', Flags =  00000000 00000000 answered
2023.19.07 15:34:57.362434; AzdkServerCommands; request time: 0.10636459999659564
2023.19.07 15:34:57.374588; AzdkServerCommands; Отправка команды АЗДК-1 [id=10], P0=6, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
2023.19.07 15:34:57.475320; AzdkServerCommands; Отправка команды АЗДК-1 [id=10], P0=6, P1=0, P2=0, P3=0, A0=6, A1='', Flags =  00000000 00000000 answered
2023.19.07 15:34:57.481313; AzdkServerCommands; request time: 0.11836569999286439
2023.19.07 15:34:57.500286; AzdkServerCommands; Отправка команды АЗДК-1 [id=11], P0=7, P1=0, P2=0, P3=0, Flags =  00000000 00000000 sent
2023.19.07 15:34:57.725881; AzdkServerCommands; request time: 0.2440401999920141
2023.19.07 15:34:57.748935; AzdkServerCommands; Отправка команды АЗДК-1 [id=12], P0=8, P1=0, Flags =  00000000 00000000 sent
2023.19.07 15:34:57.856027; AzdkServerCommands; Отправка команды АЗДК-1 [id=12], P0=8, P1=0, A0=8, A1='', Flags =  00000000 00000000 answered
2023.19.07 15:34:57.866041; AzdkServerCommands; request time: 0.13956019999750424
2023.19.07 15:34:57.874011; AzdkServerCommands; Отправка команды АЗДК-1 [id=13], P0=9, P1=0, P2=0, P3=0, P4=0, Flags =  00000000 00000000 sent
2023.19.07 15:34:57.966175; AzdkServerCommands; Отправка команды АЗДК-1 [id=13], P0=9, P1=0, P2=0, P3=0, P4=0, A0=9, A1='', Flags =  00000000 00000000 answered
2023.19.07 15:34:57.974287; AzdkServerCommands; request time: 0.10675049999554176
2023.19.07 15:34:57.982374; AzdkServerCommands; Отправка команды АЗДК-1 [id=14], P0=10, P1=0, Flags =  00000000 00000000 sent
2023.19.07 15:34:58.210311; AzdkServerCommands; request time: 0.2351763999904506
2023.19.07 15:34:58.229938; AzdkServerCommands; Отправка команды АЗДК-1 [id=15], P0=11, P1=0, P2=0, P3=0, P4=0, P5=0, P6=0, P7=0, P8=0, P9=0, P10=0, P11=0, P12=0, P13=0, P14=0, P15=0, P16=0, Flags =  00000000 00000000 sent
2023.19.07 15:34:58.334789; AzdkServerCommands; Отправка команды АЗДК-1 [id=15], P0=11, P1=0, P2=0, P3=0, P4=0, P5=0, P6=0, P7=0, P8=0, P9=0, P10=0, P11=0, P12=0, P13=0, P14=0, P15=0, P16=0, A0=11, A1='', Flags =  00000000 00000000 answered
2023.19.07 15:34:58.336786; AzdkServerCommands; request time: 0.1253905999910785
2023.19.07 15:34:58.353828; AzdkServerCommands; Отправка команды АЗДК-1 [id=16], P0=13, P1=0, P2=0, P3=0, P4=0, Flags =  00000000 00000000 sent
2023.19.07 15:34:58.484176; AzdkServerCommands; request time: 0.14691620001394767
2023.19.07 15:34:58.493314; AzdkServerCommands; Отправка команды АЗДК-1 [id=17], P0=16, Flags =  00000000 00000000 sent
2023.19.07 15:34:58.723881; AzdkServerCommands; request time: 0.23900020000291988
2023.19.07 15:34:58.742370; AzdkServerCommands; Отправка команды АЗДК-1 [id=18], P0=17, P1=0, Flags =  00000000 00000000 sent
2023.19.07 15:34:58.844150; AzdkServerCommands; Отправка команды АЗДК-1 [id=18], P0=17, P1=0, A0=17, A1='11 00 00 00', Flags =  00000000 00000000 answered
2023.19.07 15:34:58.852382; AzdkServerCommands; request time: 0.1279188000044087
2023.19.07 15:34:58.864356; AzdkServerCommands; Отправка команды АЗДК-1 [id=19], P0=18, Flags =  00000000 00000000 sent
2023.19.07 15:34:58.970687; AzdkServerCommands; Отправка команды АЗДК-1 [id=19], P0=18, A0=18, A1='00 00 00 00 00 00 00 00 00 00 00 00 cd ef 34 04 c5 00 e7 07', Flags =  00000000 00000000 answered
2023.19.07 15:34:58.971735; AzdkServerCommands; request time: 0.11888209999597166
2023.19.07 15:34:58.989013; AzdkServerCommands; Отправка команды АЗДК-1 [id=20], P0=19, Flags =  00000000 00000000 sent
2023.19.07 15:34:59.226802; AzdkServerCommands; request time: 0.25259260000893846
2023.19.07 15:34:59.238893; AzdkServerCommands; Отправка команды АЗДК-1 [id=21], P0=70, Flags =  00000000 00000000 sent
2023.19.07 15:34:59.336263; AzdkServerCommands; Отправка команды АЗДК-1 [id=21], P0=70, A0=70, A1=запрещенная команда, A2=244, Flags =  00000000 00000001 answered
2023.19.07 15:34:59.343053; AzdkServerCommands; request time: 0.11484760000894312
2023.19.07 15:34:59.348044; PDSServerCommands; socket was closed
2023.19.07 15:34:59.362991; AzdkServerCommands; socket was closed
2023.19.07 15:34:59.362991; Конец испытаний.
