2023.02.07 18:17:02.306678; Старт испытаний.
2023.02.07 18:17:02.328910; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.02.07 18:17:02.444939; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp sent
2023.02.07 18:17:02.618127; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp answered
2023.02.07 18:17:02.636361; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.02.07 18:17:02.770446; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp sent
2023.02.07 18:17:02.946317; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp answered
2023.02.07 18:17:02.969802; AzdkServerCommands; ""Изменение шаблона имени файла журнала [id=1], P0=azdk2333.test1, P1=7 sent
2023.02.07 18:17:03.060761; AzdkServerCommands; ""Изменение шаблона имени файла журнала [id=1], P0=azdk2333.test1, P1=7 answered
2023.02.07 18:17:03.110001; PDSServerCommands; ""Установить ориентацию (GCRS) [id=2], P0=None, P1=None, P2=None, P3=None sent
2023.02.07 18:17:03.201205; PDSServerCommands; ""Установить ориентацию (GCRS) [id=2], P0=None, P1=None, P2=None, P3=None, A0=Отсутствует параметр, Texec=2023-07-02 18:17:02.053000 answered
2023.02.07 18:17:03.218681; PDSServerCommands; ""Установить угловую скорость (GCRS) [id=3], P0=None, P1=None, P2=None sent
2023.02.07 18:17:03.306094; PDSServerCommands; ""Установить угловую скорость (GCRS) [id=3], P0=None, P1=None, P2=None, A0=Отсутствует параметр, Texec=2023-07-02 18:17:02.160000 answered
2023.02.07 18:17:03.311615; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=49 sent
2023.02.07 18:17:03.408045; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=49, A0=49, A1='' answered
2023.02.07 18:17:03.416702; AzdkServerCommands; request time: 0.10711839998839423
2023.02.07 18:17:03.433030; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=7, P1=1, P2=1, P3=1 sent
2023.02.07 18:17:03.679691; AzdkServerCommands; request time: 0.26200409996090457
2023.02.07 18:17:03.697270; AzdkServerCommands; Отправка команды АЗДК-1 [id=8], P0=48 sent
2023.02.07 18:17:03.796484; AzdkServerCommands; Отправка команды АЗДК-1 [id=8], P0=48, A0=48, A1='' answered
2023.02.07 18:17:03.805023; AzdkServerCommands; request time: 0.12458319996949285
2023.02.07 18:17:03.822436; AzdkServerCommands; Отправка команды АЗДК-1 [id=9], P0=18 sent
2023.02.07 18:17:03.920295; AzdkServerCommands; Отправка команды АЗДК-1 [id=9], P0=18, A0=18, A1='00 00 01 00 00 00 01 00 00 00 01 00 a0 fd da 03 b6 00 e7 07' answered
2023.02.07 18:17:03.922175; AzdkServerCommands; request time: 0.11473979998845607
2023.02.07 18:17:03.931690; PDSServerCommands; socket was closed
2023.02.07 18:17:03.946648; AzdkServerCommands; socket was closed
2023.02.07 18:17:03.946648; Конец испытаний.
