2023.03.07 15:50:14.544526; Старт испытаний.
2023.03.07 15:50:14.553606; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.03.07 15:50:14.680081; AzdkServerCommands; Поименовать соединение [id=22], P0=AzdkOdsTestApp sent
2023.03.07 15:50:14.890708; AzdkServerCommands; Поименовать соединение [id=22], P0=AzdkOdsTestApp answered
2023.03.07 15:50:14.918027; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.03.07 15:50:15.054776; PDSServerCommands; Поименовать соединение [id=23], P0=AzdkOdsTestApp sent
2023.03.07 15:50:15.284594; PDSServerCommands; Поименовать соединение [id=23], P0=AzdkOdsTestApp answered
2023.03.07 15:50:15.302910; AzdkServerCommands; Изменение шаблона имени файла журнала [id=19], P0=azdk2333.test1, P1=7 sent
2023.03.07 15:50:15.416887; AzdkServerCommands; Изменение шаблона имени файла журнала [id=19], P0=azdk2333.test1, P1=7 answered
2023.03.07 15:50:15.458232; AzdkServerCommands; Отправка команды АЗДК-1 [id=24], P0=49 sent
2023.03.07 15:50:15.592266; AzdkServerCommands; request time: 0.14827290002722293
2023.03.07 15:50:15.599923; PDSServerCommands; Установить ориентацию (GCRS) [id=20], P0={ 1.000000,  0.000000,  0.000000,  1.000000} sent
2023.03.07 15:50:15.711285; PDSServerCommands; Установить ориентацию (GCRS) [id=20], P0={ 1.000000,  0.000000,  0.000000,  1.000000}, Texec=2023-07-03 15:50:13.781000 answered
2023.03.07 15:50:15.757481; PDSServerCommands; Установить угловую скорость (GCRS) [id=21], P0={  0.500000,   1.000000,   1.000000} sent
2023.03.07 15:50:16.017041; PDSServerCommands; Установить угловую скорость (GCRS) [id=21], P0={  0.500000,   1.000000,   1.000000}, Texec=2023-07-03 15:50:13.934000 answered
2023.03.07 15:50:16.050672; AzdkServerCommands; Отправка команды АЗДК-1 [id=25], P0=7, P1=1, P2=1, P3=1 sent
2023.03.07 15:50:16.182033; AzdkServerCommands; request time: 0.13617559999693185
2023.03.07 15:50:16.191938; AzdkServerCommands; Отправка команды АЗДК-1 [id=26], P0=48 sent
2023.03.07 15:50:16.330592; AzdkServerCommands; request time: 0.14796169998589903
2023.03.07 15:50:16.333524; AzdkServerCommands; Отправка команды АЗДК-1 [id=27], P0=18 sent
2023.03.07 15:50:16.467825; AzdkServerCommands; request time: 0.13665559992659837
2023.03.07 15:50:16.472840; PDSServerCommands; socket was closed
2023.03.07 15:50:16.488337; AzdkServerCommands; socket was closed
2023.03.07 15:50:16.488337; Конец испытаний.
