2023.31.05 19:21:36.437050; Старт испытаний.
2023.31.05 19:21:36.741340; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.31.05 19:21:36.892916; AzdkServerCommands; SET_CONN_NAME [id=4], AzdkOdsTestApp sent
2023.31.05 19:21:37.124426; AzdkServerCommands; SET_CONN_NAME [id=4] answered
2023.31.05 19:21:37.129022; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.31.05 19:21:37.265481; PDSServerCommands; SET_CONN_NAME [id=5], AzdkOdsTestApp sent
2023.31.05 19:21:37.513348; PDSServerCommands; SET_CONN_NAME [id=5] answered
2023.31.05 19:21:37.560786; AzdkServerCommands; n1 [id=1], azdk2309.test1, 7 sent
2023.31.05 19:21:37.560786; PDSServerCommands; angle [id=2], {  0.000000,   0.000000,   0.000000} sent
2023.31.05 19:21:37.667495; PDSServerCommands; angle [id=2], 2023-05-31 19:21:38.362000 answered
2023.31.05 19:21:37.667495; PDSServerCommands; n3 [id=3], { 0.500000,  0.500000,  0.500000,  0.500000} sent
2023.31.05 19:21:37.670496; AzdkServerCommands; DEVICE_CMD [id=6], 49 sent
2023.31.05 19:21:37.773720; PDSServerCommands; n3 [id=3], 2023-05-31 19:21:38.468000 answered
2023.31.05 19:21:37.896822; AzdkServerCommands; DEVICE_CMD [id=6], 49 answered
2023.31.05 19:21:37.898731; AzdkServerCommands; request time: 0.3451786999357864
2023.31.05 19:21:37.920496; AzdkServerCommands; DEVICE_CMD [id=7], 7, 1, 1, 1 sent
2023.31.05 19:21:38.029176; AzdkServerCommands; DEVICE_CMD [id=7], 7 answered
2023.31.05 19:21:38.038125; AzdkServerCommands; request time: 0.1391048999503255
2023.31.05 19:21:38.043118; AzdkServerCommands; DEVICE_CMD [id=8], 7, 0, 0, 0 sent
2023.31.05 19:21:38.305387; AzdkServerCommands; DEVICE_CMD [id=8], 7 answered
2023.31.05 19:21:38.313183; AzdkServerCommands; request time: 0.2749000999610871
2023.31.05 19:21:38.321480; AzdkServerCommands; DEVICE_CMD [id=9], 48 sent
2023.31.05 19:21:38.465517; AzdkServerCommands; DEVICE_CMD [id=9], 48 answered
2023.31.05 19:21:38.473232; AzdkServerCommands; request time: 0.15986920008435845
2023.31.05 19:21:38.476166; AzdkServerCommands; DEVICE_CMD [id=10], 18 sent
2023.31.05 19:21:38.584082; AzdkServerCommands; DEVICE_CMD [id=10], 18, 00 00 00 00 00 00 00 00 00 00 00 00 32 62 e6 04 93 00 e7 07 answered
2023.31.05 19:21:38.588177; AzdkServerCommands; request time: 0.11475730000529438
2023.31.05 19:21:38.600475; PDSServerCommands; socket was closed
2023.31.05 19:21:38.615299; AzdkServerCommands; socket was closed
2023.31.05 19:21:38.615299; Конец испытаний.
