2023.31.05 15:39:13.7685192023.31.05 15:39:13.768519; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.31.05 15:39:14.1336922023.31.05 15:39:14.133692; AzdkServerCommands; SET_CONN_NAME [id=4], AzdkOdsTestApp sent
2023.31.05 15:39:14.7498782023.31.05 15:39:14.749878; AzdkServerCommands; SET_CONN_NAME [id=4] answered
2023.31.05 15:39:14.8797642023.31.05 15:39:14.879764; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.31.05 15:39:15.1460242023.31.05 15:39:15.146024; PDSServerCommands; SET_CONN_NAME [id=5], AzdkOdsTestApp sent
2023.31.05 15:39:15.4304472023.31.05 15:39:15.429485; PDSServerCommands; SET_CONN_NAME [id=5] answered
2023.31.05 15:39:15.5401842023.31.05 15:39:15.540184; AzdkServerCommands; n1 [id=1], azdk2309.test1, 7 sent
2023.31.05 15:39:15.5401842023.31.05 15:39:15.540184; PDSServerCommands; angle [id=2], {  0.000000,   0.000000,   0.000000} sent
2023.31.05 15:39:15.6449702023.31.05 15:39:15.644970; PDSServerCommands; angle [id=2], 2023-05-31 15:39:16.320000 answered
2023.31.05 15:39:15.6449702023.31.05 15:39:15.644970; PDSServerCommands; n3 [id=3], { 0.500000,  0.500000,  0.500000,  0.500000} sent
2023.31.05 15:39:15.6459722023.31.05 15:39:15.645972; AzdkServerCommands; DEVICE_CMD [id=6], 49 sent
2023.31.05 15:39:15.7501772023.31.05 15:39:15.750177; PDSServerCommands; n3 [id=3], 2023-05-31 15:39:16.425000 answered
2023.31.05 15:39:15.7524462023.31.05 15:39:15.752446; AzdkServerCommands; DEVICE_CMD [id=6], 49 answered
2023.31.05 15:39:15.7532832023.31.05 15:39:15.753283; AzdkServerCommands; request time: 0.21670449990779161
2023.31.05 15:39:15.7532832023.31.05 15:39:15.753283; AzdkCommand; Id=0, Code=49, b''
2023.31.05 15:39:15.7761572023.31.05 15:39:15.776157; AzdkServerCommands; DEVICE_CMD [id=7], 7, 1, 1, 1 sent
2023.31.05 15:39:15.8923012023.31.05 15:39:15.892301; AzdkServerCommands; DEVICE_CMD [id=7], 7 answered
2023.31.05 15:39:15.9023762023.31.05 15:39:15.902376; AzdkServerCommands; request time: 0.14876789995469153
2023.31.05 15:39:15.9033682023.31.05 15:39:15.903368; AzdkCommand; Id=1, Code=7 [1, 1, 1], b''
2023.31.05 15:39:15.9175352023.31.05 15:39:15.916498; AzdkServerCommands; DEVICE_CMD [id=8], 7, 0, 0, 0 sent
2023.31.05 15:39:16.1765482023.31.05 15:39:16.175647; AzdkServerCommands; DEVICE_CMD [id=8], 7 answered
2023.31.05 15:39:16.1765482023.31.05 15:39:16.176548; AzdkServerCommands; request time: 0.27247490000445396
2023.31.05 15:39:16.1765482023.31.05 15:39:16.176548; AzdkCommand; Id=2, Code=7 [0, 0, 0], b''
2023.31.05 15:39:16.1948652023.31.05 15:39:16.194865; AzdkServerCommands; DEVICE_CMD [id=9], 48 sent
2023.31.05 15:39:16.3589932023.31.05 15:39:16.358993; AzdkServerCommands; DEVICE_CMD [id=9], 48 answered
2023.31.05 15:39:16.3641382023.31.05 15:39:16.364138; AzdkServerCommands; request time: 0.18711000005714595
2023.31.05 15:39:16.3641382023.31.05 15:39:16.364138; AzdkCommand; Id=3, Code=48, b''
2023.31.05 15:39:16.3809682023.31.05 15:39:16.380518; AzdkServerCommands; DEVICE_CMD [id=10], 18 sent
2023.31.05 15:39:16.7997712023.31.05 15:39:16.799771; AzdkServerCommands; DEVICE_CMD [id=10], 18, 00 00 00 00 00 00 00 00 00 00 00 00 32 62 e6 04 93 00 e7 07 answered
2023.31.05 15:39:16.8037602023.31.05 15:39:16.803760; AzdkServerCommands; request time: 0.4393318999791518
2023.31.05 15:39:16.8057542023.31.05 15:39:16.803760; AzdkCommand; Id=4, Code=18, answer=00 00 00 00 00 00 00 00 00 00 00 00 32 62 E6 04 93 00 E7 07
2023.31.05 15:39:16.8191382023.31.05 15:39:16.817986; PDSServerCommands; socket was closed
2023.31.05 15:39:16.8336722023.31.05 15:39:16.833451; AzdkServerCommands; socket was closed
