2023.31.05 18:22:02.280726; Старт испытаний.
2023.31.05 18:22:02.568582; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.31.05 18:22:02.739126; AzdkServerCommands; SET_CONN_NAME [id=4], AzdkOdsTestApp sent
2023.31.05 18:22:02.937062; AzdkServerCommands; SET_CONN_NAME [id=4] answered
2023.31.05 18:22:02.976649; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.31.05 18:22:03.126268; PDSServerCommands; SET_CONN_NAME [id=5], AzdkOdsTestApp sent
2023.31.05 18:22:03.366290; PDSServerCommands; SET_CONN_NAME [id=5] answered
2023.31.05 18:22:03.420841; PDSServerCommands; angle [id=2], {  0.000000,   0.000000,   0.000000} sent
2023.31.05 18:22:03.420841; AzdkServerCommands; n1 [id=1], azdk2309.test1, 7 sent
2023.31.05 18:22:03.526161; AzdkServerCommands; DEVICE_CMD [id=6], 49 sent
2023.31.05 18:22:03.527159; PDSServerCommands; n3 [id=3], { 0.500000,  0.500000,  0.500000,  0.500000} sent
2023.31.05 18:22:03.631134; AzdkServerCommands; DEVICE_CMD [id=6], 49 answered
2023.31.05 18:22:03.633102; PDSServerCommands; n3 [id=3], 2023-05-31 18:22:04.321000 answered
2023.31.05 18:22:03.637091; AzdkServerCommands; request time: 0.2229945999570191
2023.31.05 18:22:03.643074; AzdkServerCommands; DEVICE_CMD [id=7], 7, 1, 1, 1 sent
2023.31.05 18:22:03.749187; AzdkServerCommands; DEVICE_CMD [id=7], 7 answered
2023.31.05 18:22:03.758259; AzdkServerCommands; request time: 0.12021189997904003
2023.31.05 18:22:03.761489; AzdkServerCommands; DEVICE_CMD [id=8], 7, 0, 0, 0 sent
2023.31.05 18:22:04.022837; AzdkServerCommands; DEVICE_CMD [id=8], 7 answered
2023.31.05 18:22:04.029058; AzdkServerCommands; request time: 0.27064849995076656
2023.31.05 18:22:04.042279; AzdkServerCommands; DEVICE_CMD [id=9], 48 sent
2023.31.05 18:22:04.149797; AzdkServerCommands; DEVICE_CMD [id=9], 48 answered
2023.31.05 18:22:04.155780; AzdkServerCommands; request time: 0.12651940004434437
2023.31.05 18:22:04.167012; AzdkServerCommands; DEVICE_CMD [id=10], 18 sent
2023.31.05 18:22:04.273450; AzdkServerCommands; DEVICE_CMD [id=10], 18, 00 00 00 00 00 00 00 00 00 00 00 00 32 62 e6 04 93 00 e7 07 answered
2023.31.05 18:22:04.282566; AzdkServerCommands; request time: 0.12658969999756664
2023.31.05 18:22:04.290734; PDSServerCommands; socket was closed
2023.31.05 18:22:04.305977; AzdkServerCommands; socket was closed
2023.31.05 18:22:04.306618; Конец испытаний.
