2023.03.07 15:59:12.828638; Старт испытаний.
2023.03.07 15:59:12.839026; AzdkServerCommands; open socket [<enum 'AzdkServerCommands'>]
2023.03.07 15:59:12.969666; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp sent
2023.03.07 15:59:13.179302; AzdkServerCommands; Поименовать соединение [id=4], P0=AzdkOdsTestApp answered
2023.03.07 15:59:13.208852; PDSServerCommands; open socket [<enum 'PDSServerCommands'>]
2023.03.07 15:59:13.378545; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp sent
2023.03.07 15:59:13.577497; PDSServerCommands; Поименовать соединение [id=5], P0=AzdkOdsTestApp answered
2023.03.07 15:59:13.625787; AzdkServerCommands; Изменение шаблона имени файла журнала [id=1], P0=azdk2333.test1, P1=7 sent
2023.03.07 15:59:13.735559; AzdkServerCommands; Изменение шаблона имени файла журнала [id=1], P0=azdk2333.test1, P1=7 answered
2023.03.07 15:59:13.782473; AzdkServerCommands; Отправка команды АЗДК-1 [id=6], P0=49 sent
2023.03.07 15:59:14.043642; AzdkServerCommands; request time: 0.2748591999989003
2023.03.07 15:59:14.045611; PDSServerCommands; Установить ориентацию (GCRS) [id=2], P0={ 1.000000,  0.000000,  0.000000,  1.000000} sent
2023.03.07 15:59:14.154985; PDSServerCommands; Установить ориентацию (GCRS) [id=2], P0={ 1.000000,  0.000000,  0.000000,  1.000000}, Texec=2023-07-03 15:59:12.228000 answered
2023.03.07 15:59:14.200676; PDSServerCommands; Установить угловую скорость (GCRS) [id=3], P0={  0.500000,   1.000000,   1.000000} sent
2023.03.07 15:59:14.491155; PDSServerCommands; Установить угловую скорость (GCRS) [id=3], P0={  0.500000,   1.000000,   1.000000}, Texec=2023-07-03 15:59:12.412000 answered
2023.03.07 15:59:14.513241; AzdkServerCommands; Отправка команды АЗДК-1 [id=7], P0=7, P1=1, P2=1, P3=1 sent
2023.03.07 15:59:14.635532; AzdkServerCommands; request time: 0.1367152000311762
2023.03.07 15:59:14.651860; AzdkServerCommands; Отправка команды АЗДК-1 [id=8], P0=48 sent
2023.03.07 15:59:14.783125; AzdkServerCommands; request time: 0.1469562000129372
2023.03.07 15:59:14.792054; AzdkServerCommands; Отправка команды АЗДК-1 [id=9], P0=18 sent
2023.03.07 15:59:14.929800; AzdkServerCommands; request time: 0.14620380010455847
2023.03.07 15:59:14.932053; PDSServerCommands; socket was closed
2023.03.07 15:59:14.947105; AzdkServerCommands; socket was closed
2023.03.07 15:59:14.947105; Конец испытаний.
